Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude
9930 Montrose,22052926.,Homrich,"8,300.00",Non-HHF,02/24/2016,No,7,Joy Community,42.368301,-83.199457
11322 Montrose,22052948.,Able Demolition,"14,049.89",HHF,10/30/2018,No,7,Joy Community,42.370573,-83.199533
11380 Montrose,22052956.,Homrich,"15,100.00",Non-HHF,02/24/2016,No,7,Joy Community,42.371340999999994,-83.199556
12074 Pinehurst,18017597.,RDC Construction Services,"8,250.00",Non-HHF,02/16/2016,No,7,Grand River-I96,42.376764,-83.165502
15891 E State Fair,21024570.,Salenbien Trucking & Excavating Inc.,"13,443.00",HHF,06/28/2018,No,3,Regent Park,42.44314,-82.95670799999999
6652 Fischer,19010737.,Den-Man Contractors,"18,560.00",Non-HHF,11/21/2017,No,3,Airport Sub,42.391545,-83.014726
8316 Burdeno,20000585.,DMC Consultants,"4,540.20",Non-HHF,03/24/2014,No,6,Delray,42.292171999999994,-83.116683
9648 Decatur,22032318.,"Adamo Group, Inc.","21,706.00",HHF,09/28/2017,No,7,Plymouth-Hubbell,42.367895000000004,-83.18001
9966 Decatur,22032330.,"Adamo Group, Inc.","10,991.50",HHF,01/24/2018,No,7,Plymouth-Hubbell,42.369274,-83.179916
9951 Decatur,22032337.,"Adamo Group, Inc.","16,840.00",HHF,01/24/2018,No,7,Plymouth-Hubbell,42.369043,-83.18064
14038 Sussex,22046124.,Salenbien Trucking & Excavating Inc.,"9,325.00",HHF,04/25/2017,No,1,Cadillac Community,42.389156,-83.194742
14664 Sussex,22046186.002L,Salenbien Trucking & Excavating Inc.,"8,800.00",HHF,04/18/2017,No,1,Hubbell-Lyndon,42.396698,-83.194437
14923 Sussex,22046764.,Salenbien Trucking & Excavating Inc.,"16,825.00",HHF,04/17/2017,No,1,Hubbell-Lyndon,42.398595,-83.19523199999999
14871 Sussex,22046771.001,Salenbien Trucking & Excavating Inc.,"11,515.00",HHF,04/18/2017,No,1,Hubbell-Lyndon,42.397853999999995,-83.195199
13957 Sussex,22046843.,DMC Consultants,"15,188.00",Non-HHF,09/07/2018,No,1,Cadillac Community,42.388009000000004,-83.195375
4466 Field,17013701.,Den-Man Contractors,"11,540.00",Non-HHF,02/16/2018,No,5,Gratiot-Grand,42.370898,-83.015428
19727 Hoover,17013865.,Rickman Enterprise Group,"12,850.00",HHF,04/05/2016,No,3,Pulaski,42.440546000000005,-83.005224
19611 Reno,21029383.,Smalley,"10,910.00",Non-HHF,08/14/2018,No,3,Franklin,42.439796,-82.98319000000001
19173 Reno,21029397.,DMC Consultants,"14,250.00",Non-HHF,11/13/2017,No,3,Franklin,42.436059,-82.983296
12032 Mettetal,22059773.,Able Demolition,"12,630.05",HHF,08/22/2017,No,7,Plymouth-I96,42.375165,-83.20573
12236 Mettetal,22059796.,Able Demolition,"13,463.30",HHF,08/21/2017,No,7,Plymouth-I96,42.377516,-83.205804
12244 Mettetal,22059797.,Able Demolition,"23,628.95",HHF,08/21/2017,No,7,Plymouth-I96,42.377612,-83.205807
12211 Mettetal,22060651.,Able Demolition,"23,174.45",HHF,08/21/2017,No,7,Plymouth-I96,42.377146999999994,-83.206463
8100 Knodell,17001870.,Dore & Associates,"16,720.00",Non-HHF,03/20/2018,Yes,3,Airport Sub,42.398095,-83.020878
12737 Jane,21011833.,Able Demolition,"18,874.88",Non-HHF,02/23/2017,No,4,Eden Gardens,42.41679,-82.984771
12825 Jane,21011845.,"Adamo Group, Inc.","14,548.00",HHF,04/05/2018,No,4,Eden Gardens,42.417314000000005,-82.983301
13001 Jane,21011849.,"Adamo Group, Inc.","11,929.00",HHF,04/05/2018,No,4,Eden Gardens,42.417541,-82.982635
13023 Jane,21011852.,"Adamo Group, Inc.","20,071.00",HHF,04/09/2018,No,4,Eden Gardens,42.417668,-82.98227
8517 Patton,22104835.,Blue Star,"17,400.00",HHF,08/07/2017,No,7,Warrendale,42.355483,-83.242306
8309 Braile,22106019.,Direct Construction Services,"9,985.52",HHF,10/24/2015,No,7,Warrendale,42.353553000000005,-83.243453
14330 Pierson,22106424.,Rickman Enterprise Group,"10,250.00",Non-HHF,12/10/2015,No,1,Brightmoor,42.391388,-83.245264
5432 Rohns,19009146.,"Adamo Group, Inc.","13,178.00",HHF,04/10/2018,No,5,Gratiot Woods,42.383938,-83.006139
6640 Rohns,19009241.,Smalley,"16,400.00",Non-HHF,10/20/2018,No,3,Airport Sub,42.392164,-83.012661
6658 Rohns,19009244.,Smalley,"16,565.00",Non-HHF,10/20/2018,No,3,Airport Sub,42.392382,-83.01281800000001
12841 Promenade,21009083.,Homrich,"15,482.00",HHF,04/02/2018,No,4,Wade,42.411356,-82.979043
13019 Promenade,21009086.,"Adamo Group, Inc.","10,229.00",Non-HHF,07/28/2016,No,4,Outer Drive-Hayes,42.411557,-82.97846
13035 Promenade,21009088.,Homrich,"13,514.00",HHF,03/29/2018,No,4,Outer Drive-Hayes,42.411648,-82.97819799999999
13075 Promenade,21009093.,Homrich,"21,699.00",HHF,03/30/2018,No,4,Outer Drive-Hayes,42.411875,-82.977544
13325 Promenade,21009107.,Homrich,"16,363.00",HHF,04/11/2018,No,4,Outer Drive-Hayes,42.412579,-82.975521
13357 Promenade,21009111.,Homrich,"23,233.00",HHF,03/30/2018,No,4,Outer Drive-Hayes,42.412756,-82.97501199999999
13393 Promenade,21009116.,Homrich,"12,360.00",HHF,04/05/2018,No,4,Outer Drive-Hayes,42.412971999999996,-82.97439
14233 Promenade,21009128.,Homrich,"17,466.00",HHF,04/13/2018,No,4,Outer Drive-Hayes,42.413559,-82.97263199999999
9944 Bishop,21073655.,Salenbien Trucking & Excavating Inc.,"20,799.00",HHF,07/26/2018,No,4,Yorkshire Woods,42.417048,-82.943591
10031 Bishop,21073667.,Salenbien Trucking & Excavating Inc.,"12,350.00",HHF,07/12/2018,No,4,Yorkshire Woods,42.417165999999995,-82.945358
12250 Mansfield,22057118.,Able Demolition,"9,786.90",Non-HHF,12/19/2014,No,7,Plymouth-I96,42.377744,-83.203416
12047 Mansfield,22057916.,Able Demolition,"20,528.25",HHF,08/24/2017,No,7,Plymouth-I96,42.375378000000005,-83.20402
11663 Mansfield,22057934.,Able Demolition,"15,195.45",HHF,08/23/2017,No,7,Plymouth-I96,42.373490999999994,-83.203958
11301 Mansfield,22057957.,Brown Environmental Construction,"7,200.00",Non-HHF,01/23/2015,No,7,Joy Community,42.370208,-83.203802
8735 Olivet,20002069.,DMC Consultants,"9,825.00",Non-HHF,04/16/2014,No,6,Springwells,42.29956,-83.12677099999999
14648 Terry,22043001.,Rickman Enterprise Group,"28,180.00",HHF,07/14/2016,No,1,Hubbell-Lyndon,42.396597,-83.191386
14662 Terry,22043003.,Salenbien Trucking & Excavating Inc.,"13,591.00",HHF,10/24/2017,No,1,Hubbell-Lyndon,42.396782,-83.19139399999999
14810 Terry,22043005.,Salenbien Trucking & Excavating Inc.,"9,867.00",HHF,10/24/2017,No,1,Hubbell-Lyndon,42.397107,-83.191409
14850 Terry,22043010.,Homrich,"16,900.00",Non-HHF,02/10/2016,No,1,Hubbell-Lyndon,42.397671,-83.19143299999999
14833 Terry,22043043.,DMC Consultants,"8,629.60",Non-HHF,07/04/2014,No,1,Hubbell-Lyndon,42.39743,-83.191979
14811 Terry,22043046.,Salenbien Trucking & Excavating Inc.,"13,810.00",HHF,10/24/2017,No,1,Hubbell-Lyndon,42.397090999999996,-83.191964
14629 Terry,22043053.,Salenbien Trucking & Excavating Inc.,"10,809.00",HHF,10/25/2017,No,1,Hubbell-Lyndon,42.396293,-83.191929
14621 Terry,22043054.,Salenbien Trucking & Excavating Inc.,"9,697.00",HHF,10/26/2017,No,1,Hubbell-Lyndon,42.396196999999994,-83.191925
14615 Terry,22043055.,DMC Consultants,"13,638.00",Non-HHF,09/05/2018,No,1,Hubbell-Lyndon,42.396101,-83.19192
14607 Terry,22043056.,"Adamo Group, Inc.","12,730.00",Non-HHF,07/11/2016,No,1,Hubbell-Lyndon,42.396005,-83.191916
9213 Montrose,22053401.,DMC Consultants,"15,989.00",HHF,04/03/2018,No,7,Joy Community,42.362935,-83.199613
9209 Montrose,22053402.,DMC Consultants,"16,561.00",HHF,04/05/2018,No,7,Joy Community,42.362839,-83.199609
7775 Montrose,22053434.,"Adamo Group, Inc.","11,659.00",HHF,10/01/2015,No,7,Warren Ave Community,42.349493,-83.199308
19218 Gruebner,17016013.,Able Demolition,"9,432.39",HHF,05/14/2016,No,3,Pulaski,42.436007000000004,-83.011975
7865 Melville,18000280.,Homrich,"17,700.00",Non-HHF,12/15/2015,No,6,Delray,42.296242,-83.115769
14241 Promenade,21009129.,Homrich,"17,875.00",HHF,04/16/2018,No,4,Outer Drive-Hayes,42.413606,-82.972503
14265 Promenade,21009132.,Homrich,"11,152.00",HHF,06/20/2018,No,4,Outer Drive-Hayes,42.413747,-82.972114
14303 Promenade,21009137.,Homrich,"21,295.00",HHF,04/17/2018,No,4,Outer Drive-Hayes,42.413979,-82.97147
14491 Promenade,21009150.,Homrich,"38,555.00",HHF,03/27/2018,No,4,Outer Drive-Hayes,42.414127,-82.968657
14499 Promenade,21009151.,Homrich,"28,607.00",HHF,11/30/2017,No,4,Outer Drive-Hayes,42.414122,-82.96852700000001
14525 Promenade,21009155.,Salenbien Trucking & Excavating Inc.,"13,884.36",HHF,05/01/2018,No,4,Outer Drive-Hayes,42.414102,-82.96800999999999
14571 Promenade,21009161.,Able Demolition,"10,524.20",Non-HHF,09/01/2015,No,4,Outer Drive-Hayes,42.414062,-82.967159
14911 Promenade,21009163.,Homrich,"13,630.00",HHF,12/01/2017,No,4,Outer Drive-Hayes,42.413993,-82.966597
14977 Promenade,21009172.,Brown Environmental Construction,"4,070.00",Non-HHF,12/15/2014,No,4,Outer Drive-Hayes,42.413928000000006,-82.96543199999999
4667 Dickerson,21049210.,Salenbien Trucking & Excavating Inc.,"13,252.00",HHF,11/09/2017,No,4,Fox Creek,42.389962,-82.965722
4189 Dickerson,21049237.,DMC Consultants,"32,543.00",HHF,11/03/2017,No,4,Fox Creek,42.386542,-82.963549
4159 Dickerson,21049241.,DMC Consultants,"29,592.00",HHF,11/20/2017,No,4,Fox Creek,42.386196000000005,-82.963324
4137 Dickerson,21049244.,DMC Consultants,"35,637.00",HHF,11/02/2017,No,4,Fox Creek,42.385937,-82.963155
3495 Dickerson,21049265.,DMC Consultants,"25,787.00",HHF,10/26/2017,No,4,Riverbend,42.383332,-82.961454
3433 Dickerson,21049274.,DMC Consultants,"24,400.00",HHF,11/01/2017,No,4,Riverbend,42.382553,-82.96094699999999
2635 Dickerson,21049307.,DMC Consultants,"32,500.00",HHF,10/27/2017,No,4,Riverbend,42.379149,-82.958711
2629 Dickerson,21049308.,DMC Consultants,"31,647.00",HHF,10/27/2017,No,4,Riverbend,42.379062,-82.95865500000001
2615 Dickerson,21049310.,DMC Consultants,"16,495.00",HHF,10/24/2017,No,4,Riverbend,42.378889,-82.95854200000001
17147 Ferguson,22063750.,"Adamo Group, Inc.","9,201.00",HHF,06/28/2016,No,2,College Park,42.416513,-83.210337
9989 Manor,18018347.,"Adamo Group, Inc.","6,745.00",Non-HHF,07/25/2014,No,7,Barton-McFarland,42.37016,-83.16718399999999
14210 Loretto,21012226.,"Adamo Group, Inc.","11,376.20",HHF,10/18/2017,No,4,Eden Gardens,42.419886,-82.977275
13320 Loretto,21012244.,"Adamo Group, Inc.","15,718.00",HHF,10/18/2017,No,4,Eden Gardens,42.418994,-82.97980799999999
13308 Loretto,21012245.,"Adamo Group, Inc.","14,163.00",HHF,10/18/2017,No,4,Eden Gardens,42.418946000000005,-82.97994200000001
5878 Harrell,21036799.,Salenbien Trucking & Excavating Inc.,"14,667.00",HHF,11/08/2017,No,4,Chandler Park,42.396737,-82.981248
5895 Harrell,21036863.,"Adamo Group, Inc.","12,892.00",HHF,11/06/2017,No,4,Chandler Park,42.39671,-82.981933
9156 Norcross,21036891.,Dore & Associates,"16,000.00",Non-HHF,11/08/2017,No,4,Ravendale,42.401633000000004,-82.98310500000001
9940 Roseberry,21036898-9,Den-Man Contractors,"10,476.00",HHF,08/23/2017,No,4,Wade,42.407146999999995,-82.985867
9941 Roseberry,21036931-2,Den-Man Contractors,"11,725.60",HHF,08/23/2017,No,4,Wade,42.406968,-82.986446
19030 Braile,22105413.,"Adamo Group, Inc.","10,288.00",HHF,06/20/2016,No,1,Holcomb Community,42.428865,-83.246101
8098 Marcus,17001632.,Dore & Associates,"29,700.00",Non-HHF,10/23/2018,No,3,Airport Sub,42.395459,-83.020797
8092 Marcus,17001633.,Dore & Associates,"29,700.00",Non-HHF,10/23/2018,No,3,Airport Sub,42.395457,-83.02090799999999
13082 Glenfield,21010464.,"Adamo Group, Inc.","13,649.20",HHF,10/18/2017,No,4,Eden Gardens,42.415077000000004,-82.979389
12754 Glenfield,21010486.,"Adamo Group, Inc.","11,107.00",HHF,04/09/2018,No,4,Eden Gardens,42.413965000000005,-82.98255
12746 Glenfield,21010487.,"Adamo Group, Inc.","11,931.30",HHF,11/30/2017,No,4,Eden Gardens,42.413921,-82.982683
12738 Glenfield,21010488.,"Adamo Group, Inc.","37,921.05",HHF,04/11/2018,No,4,Eden Gardens,42.413872999999995,-82.982816
12618 Glenfield,21010497.,Brown Environmental Construction,"22,458.00",Non-HHF,06/02/2016,No,4,Eden Gardens,42.41336,-82.984273
12542 Glenfield,21010506.,Salenbien Trucking & Excavating Inc.,"20,121.18",HHF,05/02/2018,No,4,Eden Gardens,42.412936,-82.985477
12534 Glenfield,21010507.,"Adamo Group, Inc.","28,440.65",HHF,05/31/2018,No,4,Eden Gardens,42.412888,-82.98561
12510 Glenfield,21010510.,"Adamo Group, Inc.","14,192.00",HHF,04/09/2018,No,4,Eden Gardens,42.412759,-82.985977
12324 Glenfield,21010515.,Able Demolition,"14,443.00",Non-HHF,06/15/2017,No,4,Eden Gardens,42.412448,-82.986901
1185 Chalmers,21056180.,"Adamo Group, Inc.","17,956.00",HHF,08/24/2015,No,4,Riverbend,42.375265999999996,-82.946079
9210 Longworth,20002965.,DMC Consultants,"21,212.51",HHF,03/28/2016,No,6,Springwells,42.301893,-83.133752
11386 Rutherford,22055793.,"Adamo Group, Inc.","10,519.00",HHF,09/12/2017,No,7,Joy Community,42.371409,-83.20194599999999
11680 Rutherford,22055808.,"Adamo Group, Inc.","12,510.00",HHF,10/06/2017,No,7,Plymouth-I96,42.373749,-83.20206400000001
11700 Rutherford,22055811.,"Adamo Group, Inc.","12,312.00",HHF,10/06/2017,No,7,Plymouth-I96,42.374032,-83.202075
14803 Griggs,16041699.,Salenbien Trucking & Excavating Inc.,"13,073.00",HHF,10/27/2017,No,2,Bethune Community,42.398032,-83.162981
12789 Griggs,16041766.,Brown Environmental Construction,"7,769.00",Non-HHF,04/15/2016,No,7,Grand River-I96,42.383328999999996,-83.16241
14740 Glenfield,21010404.,Salenbien Trucking & Excavating Inc.,"14,687.48",HHF,04/10/2018,No,4,Outer Drive-Hayes,42.418075,-82.9698
14720 Glenfield,21010406.,Rickman Enterprise Group,"10,700.00",Non-HHF,03/28/2016,No,4,Outer Drive-Hayes,42.418075,-82.970096
14700 Glenfield,21010408.,Salenbien Trucking & Excavating Inc.,"14,515.40",HHF,04/10/2018,No,4,Outer Drive-Hayes,42.418092,-82.970403
14506 Glenfield,21010409.,Salenbien Trucking & Excavating Inc.,"12,099.40",HHF,04/09/2018,No,4,Outer Drive-Hayes,42.41806,-82.97079000000001
14500 Glenfield,21010410.,Salenbien Trucking & Excavating Inc.,"25,189.40",HHF,04/05/2018,No,4,Outer Drive-Hayes,42.418054999999995,-82.970938
14490 Glenfield,21010411.,Able Demolition,"11,503.90",Non-HHF,01/16/2015,No,4,Outer Drive-Hayes,42.418054999999995,-82.971083
14480 Glenfield,21010412.,Rickman Enterprise Group,"9,930.00",Non-HHF,03/28/2016,No,4,Outer Drive-Hayes,42.41803,-82.971211
14464 Glenfield,21010414.,Salenbien Trucking & Excavating Inc.,"15,115.48",HHF,04/09/2018,No,4,Outer Drive-Hayes,42.417943,-82.971441
14308 Glenfield,21010422.,"Adamo Group, Inc.","15,490.00",HHF,10/16/2017,No,4,Eden Gardens,42.417138,-82.97350899999999
14220 Glenfield,21010433.,Brown Environmental Construction,"18,405.00",Non-HHF,06/02/2016,No,4,Eden Gardens,42.416632,-82.974944
13416 Glenfield,21010440.,"Adamo Group, Inc.","17,379.00",HHF,10/18/2017,No,4,Eden Gardens,42.416242,-82.976079
13140 Glenfield,21010456.,"Adamo Group, Inc.","18,769.00",HHF,10/20/2017,No,4,Eden Gardens,42.415438,-82.978364
20210 Oakfield,22069440.,Able Demolition,"8,423.40",Non-HHF,08/19/2014,No,2,Greenfield,42.441123,-83.21566800000001
20275 Oakfield,22069479.,Salenbien Trucking & Excavating Inc.,"16,205.00",HHF,03/28/2017,No,2,Greenfield,42.441981,-83.216411
2429 Cabot,20007964.,Rickman Enterprise Group,"6,630.00",HHF,04/21/2017,No,6,Springwells,42.310384,-83.134997
14615 Trinity,22108863.,"Adamo Group, Inc.","7,312.00",Non-HHF,05/30/2014,No,1,Brightmoor,42.394913,-83.248305
14609 Trinity,22108864.,"Adamo Group, Inc.","6,145.00",Non-HHF,05/30/2014,No,1,Brightmoor,42.394816999999996,-83.248301
14561 Trinity,22108871.,"Adamo Group, Inc.","9,749.00",Non-HHF,05/30/2014,No,1,Brightmoor,42.394163,-83.248281
13395 Wilfred,21011137.,Den-Man Contractors,"11,190.00",Non-HHF,03/21/2018,No,4,Eden Gardens,42.417327,-82.977184
14485 Wilfred,21011172.,Salenbien Trucking & Excavating Inc.,"18,165.93",HHF,04/23/2018,No,4,Outer Drive-Hayes,42.419205,-82.9719
14709 Wilfred,21011178.,Homrich,"11,000.00",Non-HHF,12/17/2015,No,4,Outer Drive-Hayes,42.419364,-82.970722
4567 University Pl,21077530.,DMC Consultants,"7,350.00",HHF,05/31/2016,No,4,Cornerstone Village,42.406128,-82.921061
5055 Lodewyck,21077947.,Salenbien Trucking & Excavating Inc.,"11,907.25",HHF,08/28/2018,No,4,Cornerstone Village,42.410202000000005,-82.921187
4801 Lodewyck,21077960.,Rickman Enterprise Group,"12,250.00",HHF,05/06/2016,No,4,Cornerstone Village,42.407834,-82.919613
9129 Mansfield,22057999.010,Den-Man Contractors,"30,895.00",HHF,04/26/2018,No,7,Joy Community,42.361017,-83.20375200000001
9121 Mansfield,22057999.012,Den-Man Contractors,"29,685.00",HHF,04/26/2018,No,7,Joy Community,42.360872,-83.203746
8235 Mansfield,22058032-3,Blue Star,"16,300.00",HHF,10/23/2017,No,7,Warren Ave Community,42.353187,-83.20319
8083 Mansfield,22058044.,Blue Star,"12,700.00",HHF,08/22/2017,No,7,Warren Ave Community,42.352015,-83.203138
8063 Mansfield,22058047.,Blue Star,"15,900.00",HHF,05/04/2017,No,7,Warren Ave Community,42.351727000000004,-83.203125
12748 Ilene,16040034.,DMC Consultants,"5,963.56",Non-HHF,03/11/2014,No,7,Grand River-I96,42.382821,-83.160697
6460 Eagle,18004715.,"Adamo Group, Inc.","7,642.00",Non-HHF,07/27/2015,No,6,Midwest,42.350716,-83.138001
14943 Wilfred,21011205.,Salenbien Trucking & Excavating Inc.,"16,457.40",HHF,04/16/2018,No,4,Outer Drive-Hayes,42.419429,-82.966525
14949 Wilfred,21011206.,Salenbien Trucking & Excavating Inc.,"16,952.40",HHF,10/08/2018,No,4,Outer Drive-Hayes,42.419431,-82.966396
14916 Flanders,21011230.,Homrich,"13,900.00",Non-HHF,12/02/2015,No,4,Outer Drive-Hayes,42.419748999999996,-82.967023
14908 Flanders,21011231.,Salenbien Trucking & Excavating Inc.,"17,557.68",HHF,04/19/2018,No,4,Outer Drive-Hayes,42.419746999999994,-82.967153
14850 Flanders,21011239.,Salenbien Trucking & Excavating Inc.,"13,016.93",HHF,04/20/2018,No,4,Outer Drive-Hayes,42.419728000000006,-82.968406
14794 Flanders,21011246.,Salenbien Trucking & Excavating Inc.,"28,452.93",HHF,04/20/2018,No,4,Outer Drive-Hayes,42.419714,-82.969422
14728 Flanders,21011255.,Homrich,"27,800.00",Non-HHF,12/14/2015,No,4,Outer Drive-Hayes,42.419697,-82.970644
12116 Longacre,22070375.,Rickman Enterprise Group,"12,050.00",HHF,05/11/2017,No,7,Plymouth-I96,42.376148,-83.214265
12152 Longacre,22070380.,Rickman Enterprise Group,"15,116.88",HHF,07/25/2017,No,7,Plymouth-I96,42.376646,-83.21428900000001
12153 Longacre,22070663.,Rickman Enterprise Group,"13,450.00",HHF,05/11/2017,No,7,Plymouth-I96,42.376641,-83.21497
12089 Longacre,22070672.,Rickman Enterprise Group,"14,880.00",HHF,05/11/2017,No,7,Plymouth-I96,42.375757,-83.214927
9625 Longacre,22070748.,Rickman Enterprise Group,"12,350.00",HHF,05/17/2017,No,7,Joy Community,42.366931,-83.214632
7484 Archdale,22070931.,DMC Consultants,"9,396.00",HHF,06/14/2016,No,7,Warren Ave Community,42.347048,-83.214616
8313 Almont,17003686.,Able Demolition,"14,271.30",Non-HHF,02/18/2015,No,3,Airport Sub,42.414887,-83.01831700000001
8059 Forestlawn,17003749-50,Den-Man Contractors,"15,910.00",Non-HHF,10/19/2017,No,3,Airport Sub,42.414089000000004,-83.022518
8150 Mt Olivet,17003801.,"Adamo Group, Inc.","8,694.00",Non-HHF,07/28/2015,No,3,Airport Sub,42.4151,-83.020809
13630 Mapleridge,21017520-1,Able Demolition,"9,696.00",Non-HHF,05/11/2015,Yes,3,Franklin,42.428651,-82.984146
13620 Mapleridge,21017522.,Able Demolition,"9,696.00",Non-HHF,05/11/2015,Yes,3,Franklin,42.428645,-82.98436099999999
2587 Gray,21048758.,Able Demolition,"29,365.75",Non-HHF,02/13/2015,No,4,Riverbend,42.378153999999995,-82.959388
14635 Fielding,22103156.,Rickman Enterprise Group,"18,960.00",HHF,09/07/2015,No,1,Brightmoor,42.395305,-83.242761
14928 Maddelein,21021407.,"Adamo Group, Inc.","20,436.00",Non-HHF,07/01/2016,No,3,Regent Park,42.435916,-82.967935
14824 Maddelein,21021415.,DMC Consultants,"14,800.00",Non-HHF,06/08/2015,No,3,Regent Park,42.435883000000004,-82.96919100000001
14758 Maddelein,21021424.,"Adamo Group, Inc.","10,911.00",Non-HHF,07/01/2016,No,3,Regent Park,42.43585,-82.970413
14722 Maddelein,21021429.,Rickman Enterprise Group,"22,924.55",HHF,10/01/2018,No,3,Regent Park,42.435833,-82.971059
14550 Maddelein,21021437.,"Adamo Group, Inc.","11,665.00",Non-HHF,07/01/2016,No,3,Regent Park,42.435796,-82.97232199999999
11662 Longacre,22070347.,Rickman Enterprise Group,"15,990.00",HHF,07/27/2017,No,7,Plymouth-I96,42.373298999999996,-83.214147
11670 Longacre,22070348.,Rickman Enterprise Group,"14,118.25",HHF,09/14/2017,No,7,Plymouth-I96,42.373395,-83.21415
12010 Longacre,22070360.,Rickman Enterprise Group,"13,570.00",HHF,05/11/2017,No,7,Plymouth-I96,42.374701,-83.21419499999999
12032 Longacre,22070363.,Rickman Enterprise Group,"13,790.00",HHF,05/11/2017,No,7,Plymouth-I96,42.374996,-83.214208
12060 Longacre,22070367.,Rickman Enterprise Group,"32,445.00",HHF,04/17/2018,No,7,Plymouth-I96,42.37538,-83.214228
12094 Longacre,22070372.,Rickman Enterprise Group,"9,830.00",HHF,05/09/2017,No,7,Plymouth-I96,42.375859999999996,-83.214251
8211 E Brentwood,17004883.,Salenbien Trucking & Excavating Inc.,"11,059.00",HHF,05/24/2017,No,3,Mount Olivet,42.433523,-83.020713
8300 House,17005219.,"313 Construction, LLC","9,464.44",HHF,05/26/2016,No,3,Nortown,42.434695,-83.019183
5937 Fischer,17005809.,Able Demolition,"12,648.23",Non-HHF,02/20/2017,No,5,Gratiot Town/Ketterring,42.386344,-83.011699
5721 Fischer,17005827.,"Adamo Group, Inc.","18,751.00",HHF,10/22/2015,No,5,Gratiot Woods,42.383719,-83.009784
5272 Elmer,20008778.,"Adamo Group, Inc.","6,886.00",HHF,04/26/2016,No,6,Claytown,42.333119,-83.14331700000001
5634 Elmer,20008795.,Blue Star,"15,220.00",HHF,08/27/2018,No,6,Claytown,42.334684,-83.144468
5682 Elmer,20008803.,Rickman Enterprise Group,"18,550.00",HHF,04/17/2017,No,6,Claytown,42.335266,-83.144886
5688 Elmer,20008804.,Rickman Enterprise Group,"8,910.00",HHF,04/03/2017,No,6,Claytown,42.335338,-83.14493900000001
5853 Elmer,20008857.,Rickman Enterprise Group,"10,400.00",HHF,05/02/2017,No,6,Claytown,42.336281,-83.146178
8745 Kirkwood,20009518.,"Berkshire Development, Inc.","9,050.00",HHF,06/10/2016,No,6,Claytown,42.334804,-83.15415
5100 Neff,21076187.,Rickman Enterprise Group,"8,360.00",HHF,05/09/2016,No,4,Cornerstone Village,42.409327000000005,-82.925495
5532 Neff,21076202.005,DMC Consultants,"15,230.00",HHF,11/14/2018,No,4,Cornerstone Village,42.411772,-82.927097
5235 Neff,21076299.010,Brown Environmental Construction,"4,716.00",Non-HHF,03/16/2016,No,4,Cornerstone Village,42.410018,-82.926866
11657 Mettetal,22060687.,Able Demolition,"22,932.05",HHF,08/22/2017,No,7,Plymouth-I96,42.373359,-83.206351
11635 Mettetal,22060690.,Able Demolition,"22,376.55",HHF,08/23/2017,No,7,Plymouth-I96,42.373071,-83.206342
10017 Mettetal,22060715.,Homrich,"14,400.00",Non-HHF,03/01/2016,No,7,Joy Community,42.369375,-83.206191
9953 Mettetal,22060724.,"Adamo Group, Inc.","12,184.00",HHF,08/22/2017,No,7,Joy Community,42.36851,-83.20615699999999
9947 Mettetal,22060725.,"Adamo Group, Inc.","12,830.00",HHF,08/23/2017,No,7,Joy Community,42.368414,-83.206153
9919 Mettetal,22060729.,"Adamo Group, Inc.","13,007.00",HHF,08/22/2017,No,7,Joy Community,42.36803,-83.206138
9569 Mettetal,22060745.,Able Demolition,"14,325.90",HHF,10/17/2018,No,7,Joy Community,42.366294,-83.206071
8477 Mettetal,22060786.,Blue Star,"12,900.00",HHF,05/18/2017,No,7,Warren Ave Community,42.355497,-83.20571600000001
8229 Mettetal,22060811-2,Blue Star,"16,900.00",HHF,05/23/2017,No,7,Warren Ave Community,42.353058000000004,-83.205603
9045 Bryden,16024734.,Homrich,"13,276.76",HHF,11/02/2018,No,6,Midwest,42.361422,-83.145418
9027 Bryden,16024737.,Homrich,"13,803.76",HHF,11/02/2018,No,6,Midwest,42.361175,-83.145409
8815 Bryden,16024757.,Homrich,"16,749.76",HHF,11/09/2018,No,6,Midwest,42.359491999999996,-83.145336
8155 Bryden,16024802.,Brown Environmental Construction,"10,800.00",Non-HHF,10/30/2014,No,6,Midwest,42.354321,-83.145399
13017 Flanders,21011570.,"Adamo Group, Inc.","12,248.00",HHF,04/05/2018,No,4,Eden Gardens,42.416669,-82.981773
13145 Flanders,21011588.,Able Demolition,"9,842.45",Non-HHF,03/16/2015,No,4,Eden Gardens,42.417415000000005,-82.979647
13151 Flanders,21011589.,Homrich,"57,390.00",Non-HHF,01/08/2018,Yes,4,Eden Gardens,42.417458,-82.979523
13321 Flanders,21011592.,"Adamo Group, Inc.","11,048.60",HHF,10/17/2017,No,4,Eden Gardens,42.417669000000004,-82.978926
13335 Flanders,21011594.,"Adamo Group, Inc.","17,098.00",HHF,10/17/2017,No,4,Eden Gardens,42.417751,-82.978698
13347 Flanders,21011596.,"Adamo Group, Inc.","16,482.60",HHF,10/17/2017,No,4,Eden Gardens,42.417821,-82.978494
13371 Flanders,21011600.,Homrich,"15,200.00",Non-HHF,03/08/2016,No,4,Eden Gardens,42.417962,-82.978092
