Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude
2916 Hammond,16001346.002L,Homrich,"143,000.00",Non-HHF,09/10/2018,Yes,6,Central Southwest,42.324018,-83.111067
217 S Morrell,16010179.,Smalley,"11,550.00",Non-HHF,09/21/2018,No,6,Delray,42.306197999999995,-83.091528
3659 Oakman Blvd,16025187.,Den-Man Contractors,"69,850.00",Non-HHF,09/07/2018,Yes,7,Oakman Blvd Community,42.377966,-83.144602
20046 St Aubin,09015867.,Smalley,"9,450.00",Non-HHF,08/09/2018,No,3,Nolan,42.442302000000005,-83.081625
11031 SHOEMAKER,21003300.001,Smalley,"140,000.00",Non-HHF,10/05/2018,Yes,4,West End,42.391059000000006,-82.988702
6781 Drake,15003465.,Leadhead Construction,"9,898.00",Non-HHF,07/31/2018,No,3,Grant,42.421228,-83.031867
1133 W Lantz,01007496.,Gayanga Co,"16,898.00",Non-HHF,10/09/2018,No,2,Penrose,42.436656,-83.11672
13510 Mitchell,09010840.,Smalley,"15,430.00",Non-HHF,10/11/2018,No,3,North Campau,42.41489,-83.068115
4800 Newport,21053920.,Den-Man Contractors,"36,250.00",Non-HHF,08/07/2018,Yes,4,Fox Creek,42.39322,-82.959988
5938 Eastlawn,21053109.,Leadhead Construction,"17,750.00",Non-HHF,07/27/2018,No,4,Chandler Park,42.401528000000006,-82.96638100000001
4325 PHILIP,21060582.,Dore & Associates,"28,000.00",Non-HHF,10/26/2018,No,4,Fox Creek,42.391332,-82.95408499999999
6754 W Fort,18000464.,Smalley,"23,800.00",Non-HHF,07/19/2018,No,6,Delray,42.304381,-83.1096
5528 Martin,18011033.,Smalley,"18,500.00",Non-HHF,07/11/2018,No,6,Claytown,42.338227,-83.13226800000001
4648 15th St,10005531-2,DMC Consultants,"19,105.00",Non-HHF,08/02/2018,No,6,Core City,42.347003,-83.08662
19136 Runyon,17014616.,Leadhead Construction,"16,150.00",Non-HHF,11/21/2018,No,3,Pulaski,42.434987,-83.006546
417 E State Fair,09008045.,Dore & Associates,"19,200.00",Non-HHF,09/07/2018,Yes,3,Nolan,42.439823,-83.09996
4462 33rd St,16012357.,DMC Consultants,"17,850.00",Non-HHF,07/23/2018,No,6,Chadsey Condon,42.336451000000004,-83.114124
5330 E Mcnichols,13007117.,DMC Consultants,"36,265.00",Non-HHF,07/26/2018,Yes,3,Davison,42.418702,-83.04892
3100 E Seven Mile,13008335-9,Den-Man Contractors,"54,650.00",Non-HHF,04/30/2018,Yes,3,Conant Gardens,42.432757,-83.07050100000001
26181 W Outer Drive,20018839.,DMC Consultants,"14,890.00",Non-HHF,04/17/2018,No,6,Boynton,42.259794,-83.165767
8218 Edgewood,17001774.,Gayanga Co,"10,900.00",Non-HHF,04/05/2018,No,3,Airport Sub,42.397151,-83.018679
18656 Concord,15011139.,Gayanga Co,"13,000.00",Non-HHF,03/29/2018,No,3,Grant,42.431061,-83.032382
8142 E Hollywood,17004763.,Leadhead Construction,"15,200.00",Non-HHF,11/01/2018,No,3,Mount Olivet,42.43237,-83.02145
19140 Rogge,15006493.,Gayanga Co,"15,100.00",Non-HHF,03/29/2018,No,3,Nortown,42.434496,-83.029394
19360 Havana,01009493.,Gayanga Co,"17,152.00",Non-HHF,10/09/2018,No,2,Penrose,42.435117,-83.10999699999999
13927 Sussex,22046847.,Gayanga Co,"14,225.00",Non-HHF,02/19/2018,No,1,Cadillac Community,42.387598,-83.19536
1064 Fernhill,01007663.,Gayanga Co,"18,072.00",Non-HHF,10/09/2018,No,2,Penrose,42.43789,-83.115471
7901 Burdeno,18000168.,Smalley,"25,500.00",Non-HHF,10/27/2018,No,6,Delray,42.29322,-83.11327299999999
1075 Coplin,21051808-11,Homrich,"183,000.00",Non-HHF,07/12/2018,Yes,4,Riverbend,42.371928999999994,-82.950271
1663 Blaine,08002334.,Able Demolition,"28,078.00",Non-HHF,09/26/2018,No,5,Herman Kiefer,42.373659,-83.095519
21164 Pickford,22015565.001,Dore & Associates,"30,000.00",Non-HHF,11/15/2018,No,1,Holcomb Community,42.424528,-83.250825
20302 Charleston,09025071-2,Leadhead Construction,"10,600.00",Non-HHF,08/22/2018,No,3,Nolan,42.443988,-83.106895
9715 Holmur,14006589.,Able Demolition,"12,423.00",Non-HHF,09/27/2018,No,7,Nardin Park,42.372399,-83.12276
14204 Linnhurst,21018449.,DMC Consultants,"33,890.00",Non-HHF,03/07/2018,No,4,Mapleridge,42.431093,-82.977034
3443 Liddesdale,20013415.,Smalley,"10,350.00",Non-HHF,09/20/2018,No,6,Boynton,42.261456,-83.162615
6720 Buhr,15003961.,Gayanga Co,"17,100.00",Non-HHF,09/14/2018,No,3,Grant,42.424402,-83.033156
1074 Coplin,21051237.,Dore & Associates,"35,000.00",Non-HHF,11/06/2018,No,4,Riverbend,42.372112,-82.949711
19373 Derby,01009001.,Gayanga Co,"16,731.00",Non-HHF,10/04/2018,No,2,Penrose,42.435324,-83.104485
8435 Mt Elliott,13009675.,Gayanga Co,"32,350.00",Non-HHF,07/10/2018,Yes,5,Airport Sub,42.390193,-83.03771
4575 Joy Rd,14003378.,"Adamo Group, Inc.","33,250.00",Non-HHF,03/01/2017,Yes,5,Petoskey-Otsego,42.366871,-83.125826
5034 Balfour,21067696.,DMC Consultants,"14,286.00",Non-HHF,09/01/2015,No,4,Morningside,42.400554,-82.94674300000001
211 Trowbridge,01003322.,Able Demolition,"15,049.00",HHF,09/10/2014,No,5,Gateway Community,42.390861,-83.083073
16700 Evergreen,22095679.,DMC Consultants,"7,861.40",HHF,06/03/2014,No,1,North Rosedale Park,42.411668,-83.23759
6349 Pilgrim,16007375.,Able Demolition,"7,347.75",HHF,07/09/2014,No,2,Fitzgerald/Marygrove,42.407327,-83.14149300000001
6345 Pilgrim,16007374.,Homrich,"9,800.00",HHF,05/17/2014,No,2,Fitzgerald/Marygrove,42.407328,-83.14138100000001
18246 Kentfield,22100353.,MCM,"9,247.00",HHF,09/18/2014,No,1,Holcomb Community,42.423706,-83.24124300000001
551 Chandler,03001994.,ABC Demolition,"16,750.00",HHF,08/01/2014,No,5,North End,42.376805,-83.06921899999999
2921 Hudson,12000860.,Blue Star,"20,115.00",HHF,08/14/2018,No,5,NW Goldberg,42.351409999999994,-83.097619
557 Englewood,03002916.,Homrich,"17,956.36",HHF,11/16/2018,No,5,Gateway Community,42.394765,-83.080979
9191 Chrysler,05004025.,Gayanga Co,"17,950.00",Non-HHF,04/24/2018,No,5,North End,42.388556,-83.070288
9195 Cameron,05004508.,DMC Consultants,"18,208.00",HHF,10/22/2018,No,5,North End,42.387952,-83.07208100000001
1514 Hazelwood,06002161.,Den-Man Contractors,"4,530.00",Non-HHF,01/23/2018,No,5,Herman Kiefer,42.376375,-83.09472199999999
19965 Lumpkin,09015318.,"Adamo Group, Inc.","6,942.00",Non-HHF,11/14/2017,No,3,Nolan,42.441254,-83.081065
20473 Yacama,09023125.,Gayanga Co,"21,083.00",Non-HHF,10/24/2018,No,3,Nolan,42.445743,-83.097717
15833 Muirland,12011863.,Blue Star,"24,153.00",HHF,10/11/2018,No,2,Pilgrim Village,42.408321,-83.13382299999999
15015 Muirland,12011935.,Blue Star,"30,452.00",HHF,09/11/2018,No,2,Dexter-Fenkell,42.400971000000006,-83.133466
4437 18th St,10007833-4,Blue Star,"17,717.00",HHF,08/23/2018,No,6,Core City,42.344107,-83.089699
19966 Omira,09022793.,Gayanga Co,"16,225.00",Non-HHF,02/23/2018,No,3,Nolan,42.440751,-83.095915
102 Cedarhurst Pl,01004886.,"Adamo Group, Inc.","28,484.00",Non-HHF,11/15/2017,No,2,Grixdale Farms,42.421587,-83.10404
7044 Arcola,15002592.,Able Demolition,"11,564.50",Non-HHF,12/14/2016,No,3,Airport Sub,42.405504,-83.028992
12399 Maine,09012846.,"Adamo Group, Inc.","15,200.00",Non-HHF,05/16/2017,No,3,Campau/Banglatown,42.40818,-83.067803
15633 Inverness,08009898.,Dore & Associates,"21,600.00",Non-HHF,11/02/2018,No,2,Pilgrim Village,42.407362,-83.12296500000001
15617 Inverness,08009901.,Blue Star,"15,143.00",HHF,10/09/2018,No,2,Pilgrim Village,42.407115000000005,-83.12295300000001
2201 Kendall,08004917.,Blue Star,"18,941.00",HHF,10/08/2018,No,2,Oakman Blvd Community,42.399309,-83.118981
2046 Kendall,08004958.,Blue Star,"18,958.00",HHF,10/08/2018,No,2,Oakman Blvd Community,42.399834999999996,-83.118797
969 Adeline St,01007780.,Smalley,"10,500.00",Non-HHF,07/03/2018,No,2,Penrose,42.438254,-83.11368399999999
2131 Leland,09001997.,Salenbien Trucking & Excavating Inc.,"14,605.97",HHF,11/15/2018,No,5,McDougall-Hunt,42.357631,-83.039077
19696 Riopelle,09018627-8,"Adamo Group, Inc.","1,928.00",Non-HHF,11/13/2017,No,3,Nolan,42.439002,-83.086383
17215 Riopelle,09018932.,Able Demolition,"13,635.00",Non-HHF,11/06/2017,No,3,Cadillac Heights,42.419999,-83.086344
3610 St Aubin,09004521.,DMC Consultants,"24,229.00",Non-HHF,05/17/2017,No,5,McDougall-Hunt,42.355523,-83.03815999999999
19735 Cardoni,09021283.,Gayanga Co,"17,920.00",Non-HHF,10/12/2018,No,3,Nolan,42.439371,-83.09208100000001
1940 Grand,08004662.,DMC Consultants,"13,600.00",Non-HHF,01/31/2018,No,2,Oakman Blvd Community,42.397785999999996,-83.115214
2439 Halleck,09005630.,Gayanga Co,"9,230.00",Non-HHF,01/31/2018,No,3,Campau/Banglatown,42.407106,-83.0695
15767 Linwood,12010898.,Homrich,"20,400.00",Non-HHF,07/28/2017,No,2,Pilgrim Village,42.407492,-83.127871
15744 Wildemere,12005763.,Blue Star,"14,983.00",HHF,10/18/2018,No,2,Pilgrim Village,42.407167,-83.132253
3078 24th St,12008624.,Den-Man Contractors,"24,510.00",Non-HHF,09/06/2017,No,6,Chadsey Condon,42.333152,-83.092742
6088 Beechwood,16011483.,Gayanga Co,"13,036.00",Non-HHF,09/29/2018,No,6,Midwest,42.349108,-83.11873
19209 Harned,13024214.,Blue Star,"27,172.00",HHF,10/04/2018,No,3,Pershing,42.434492,-83.073927
19967 Anglin,13024370.,Blue Star,"15,200.00",HHF,09/27/2018,No,3,Butler,42.441336,-83.075401
19651 Anglin,13024388.,Blue Star,"16,338.00",HHF,09/28/2018,No,3,Pershing,42.438615999999996,-83.07526999999999
19635 Anglin,13024390.,Blue Star,"15,870.00",HHF,09/27/2018,No,3,Pershing,42.438404,-83.075263
19627 Anglin,13024391.,Blue Star,"14,204.00",HHF,09/27/2018,No,3,Pershing,42.438294,-83.07526
19616 Mackay,13024431.,Blue Star,"14,001.00",HHF,10/04/2018,No,3,Pershing,42.438148999999996,-83.075764
19928 Mackay,13024451.,Blue Star,"15,059.00",HHF,10/16/2018,No,3,Butler,42.440836,-83.075886
19961 Goddard,13024671.,Blue Star,"20,463.00",HHF,10/02/2018,No,3,Butler,42.441219,-83.077839
19935 Goddard,13024675-7,Blue Star,"25,862.00",HHF,10/01/2018,No,3,Butler,42.440849,-83.077816
20200 Fleming,13024716-7,Blue Star,"16,074.00",HHF,09/28/2018,No,3,Butler,42.444012,-83.078526
20135 Fleming,13024760-1,Blue Star,"29,543.00",HHF,10/01/2018,No,3,Butler,42.443046,-83.079174
4916 Bangor,14010445.,Blue Star,"13,938.00",HHF,08/30/2018,No,6,Chadsey Condon,42.342946000000005,-83.107759
2008 Magnolia,08000992.,Blue Star,"20,757.00",HHF,08/13/2018,No,6,Core City,42.341602,-83.07947800000001
1635 W Philadelphia,08002134.,Dore & Associates,"16,000.00",Non-HHF,06/27/2017,No,5,Herman Kiefer,42.371936,-83.09376999999999
19970 Bloom,13015291.,Blue Star,"15,206.00",HHF,10/02/2018,No,3,Farwell,42.442381,-83.049208
20050 Bloom,13015298-9,Blue Star,"14,995.00",HHF,10/01/2018,No,3,Farwell,42.443253000000006,-83.04925899999999
20276 Bloom,13015319.,Blue Star,"14,709.00",HHF,10/03/2018,No,3,Farwell,42.445516999999995,-83.04936500000001
20284 Bloom,13015320.,Blue Star,"12,533.00",HHF,10/05/2018,No,3,Farwell,42.445626000000004,-83.049369
19961 Bloom,13015387.,Blue Star,"13,669.00",HHF,10/05/2018,No,3,Farwell,42.442141,-83.049796
1991 Highland,08003885.,Rickman Enterprise Group,"15,305.00",Non-HHF,03/03/2017,No,5,Dexter-Linwood,42.389734999999995,-83.110682
7004 Chalfonte,16006241.,DMC Consultants,"21,958.00",Non-HHF,02/06/2017,No,7,Chalfonte,42.400628000000005,-83.141376
13270 Marlowe,22040633.,"Adamo Group, Inc.","15,500.00",Non-HHF,12/08/2016,No,1,Schoolcraft Southfield,42.385106,-83.189032
9763 Dundee,16005257.,Smalley,"18,900.00",Non-HHF,08/29/2018,No,7,Nardin Park,42.369315,-83.133836
2166 Scotten,14009548.,Blue Star,"24,603.00",HHF,08/31/2018,No,6,Central Southwest,42.323586999999996,-83.095479
19434 Harned,13024049-50,Blue Star,"15,215.00",HHF,10/04/2018,No,3,Pershing,42.43742,-83.07324200000001
13276 Caldwell,13014163.,DMC Consultants,"25,459.00",HHF,10/10/2018,No,3,Buffalo Charles,42.415093,-83.046355
4652 PLUMER,16001246.,Blue Star,"16,266.00",HHF,08/31/2018,No,6,Central Southwest,42.324137,-83.101939
5923 St Hedwig,16001408.,Den-Man Contractors,"10,540.00",Non-HHF,09/07/2017,No,6,Central Southwest,42.326448,-83.112902
19164 Stotter,15005663.,"Adamo Group, Inc.","18,257.39",Non-HHF,08/18/2014,No,3,Nortown,42.434940000000005,-83.02503100000001
20030 Derby,09024696.,Gayanga Co,"27,420.00",Non-HHF,10/04/2018,No,3,Nolan,42.441448,-83.10344
7036 Frederick,15000548.,Den-Man Contractors,"15,936.00",Non-HHF,11/16/2017,No,5,Gratiot Town/Ketterring,42.375295,-83.02115500000001
15702 Northlawn,16031805.,Blue Star,"18,487.00",HHF,09/12/2018,No,2,Fitzgerald/Marygrove,42.406307,-83.153222
15791 Fairfield,12012164.,Blue Star,"32,119.00",HHF,09/14/2018,No,2,Pilgrim Village,42.407748,-83.134781
3701 Charlevoix,13001084.,Gayanga Co,"14,015.00",Non-HHF,07/30/2018,No,5,McDougall-Hunt,42.356953000000004,-83.019693
3450 Pulford,13001700.001,Salenbien Trucking & Excavating Inc.,"25,868.97",HHF,10/16/2018,No,5,McDougall-Hunt,42.360436,-83.025726
3683 Zender,13001744.,Salenbien Trucking & Excavating Inc.,"17,414.97",HHF,10/24/2018,No,5,McDougall-Hunt,42.362514000000004,-83.023774
16532 Turner,16027483.,DMC Consultants,"15,386.00",Non-HHF,09/25/2018,No,2,Fitzgerald/Marygrove,42.41277,-83.148646
3530 E Ferry,13003293.,Smalley,"18,700.00",Non-HHF,01/03/2018,No,5,Poletown East,42.373072,-83.033743
3708 Medbury,13003626.,Den-Man Contractors,"13,550.00",Non-HHF,12/07/2017,No,5,Poletown East,42.377301,-83.032963
3730 Taylor,14003296.,DMC Consultants,"15,100.00",Non-HHF,06/18/2018,No,5,Petoskey-Otsego,42.368722,-83.11750500000001
3602 Stockton,13008042.,Homrich,"35,033.85",HHF,10/31/2018,No,3,Conant Gardens,42.427087,-83.067453
3414 Junction,16012964.,Blue Star,"24,641.00",HHF,11/12/2018,No,6,Central Southwest,42.329372,-83.109785
8216 American,16023654.,Homrich,"33,555.00",Non-HHF,02/28/2018,No,6,Midwest,42.355236,-83.143824
4627 Elmwood,13010541.,Gayanga Co,"19,680.00",Non-HHF,09/27/2018,No,5,McDougall-Hunt,42.365213,-83.03272700000001
19335 Spencer,15006117.,Homrich,"40,473.86",HHF,10/23/2018,No,3,Nortown,42.436527000000005,-83.026643
4019 Field,15007359.,Salenbien Trucking & Excavating Inc.,"33,239.85",HHF,10/29/2018,No,5,Gratiot-Grand,42.368604,-83.01468
5861 Hazlett,16013570.,Den-Man Contractors,"12,350.00",Non-HHF,08/11/2017,No,6,Midwest,42.345286,-83.122649
4627 Hammond,16015706.,Blue Star,"22,299.00",HHF,08/20/2018,No,6,Chadsey Condon,42.335428,-83.12083100000001
20032 Carrie,15008328.,Homrich,"14,964.86",HHF,10/22/2018,No,3,Sherwood,42.443145,-83.030351
9117 Bryden,16024722.,Homrich,"25,713.76",HHF,11/06/2018,No,6,Midwest,42.36241,-83.14545600000001
2565 Helen,15009795.,Salenbien Trucking & Excavating Inc.,"20,023.97",HHF,11/14/2018,No,5,Islandview,42.359271,-83.011772
2422 Canton,15009969.,Salenbien Trucking & Excavating Inc.,"30,084.97",HHF,10/15/2018,No,5,Islandview,42.3574,-83.01105799999999
14802 San Juan,16025423.,Dore & Associates,"19,600.00",Non-HHF,11/06/2018,No,7,Chalfonte,42.398196999999996,-83.145434
15868 Greenlawn,16029383.,Blue Star,"17,799.00",HHF,09/17/2018,No,2,Fitzgerald/Marygrove,42.408434,-83.15046
13725 St Louis,13011543.,"Adamo Group, Inc.","35,703.00",Non-HHF,11/14/2017,No,3,Davison,42.417702,-83.039728
2151 Concord,15011734.,Salenbien Trucking & Excavating Inc.,"27,546.97",HHF,11/15/2018,No,5,Islandview,42.355090000000004,-83.011527
16935 Lilac,16026565.,DMC Consultants,"26,213.00",Non-HHF,09/24/2018,No,2,Fitzgerald/Marygrove,42.41657,-83.14738299999999
16589 Lilac,16026599.,DMC Consultants,"23,472.00",Non-HHF,09/24/2018,No,2,Fitzgerald/Marygrove,42.413525,-83.147274
16134 Tuller,16026861.,DMC Consultants,"18,138.00",Non-HHF,09/24/2018,No,2,Fitzgerald/Marygrove,42.410394000000004,-83.147589
16237 Tuller,16026994.,DMC Consultants,"28,211.00",Non-HHF,09/25/2018,No,2,Fitzgerald/Marygrove,42.411787,-83.148187
2371 Sharon,20008281.,Homrich,"8,100.00",HHF,05/14/2014,No,6,Springwells,42.308985,-83.136189
2029 Green,18009026.,Homrich,"22,900.00",HHF,05/28/2014,No,6,Springwells,42.3122,-83.12042
9203 Pierson,22107195.,Homrich,"11,757.35",HHF,08/30/2014,No,7,Franklin Park,42.361059999999995,-83.244897
9552 Minock,22090669.,Homrich,"15,272.26",HHF,08/07/2014,No,7,Franklin Park,42.365592,-83.232097
4206 Courville,21071430.,"Adamo Group, Inc.","15,100.00",Non-HHF,12/12/2016,No,4,Morningside,42.397636999999996,-82.935271
22058 Willmarth,22014536.,Salenbien Trucking & Excavating Inc.,"23,079.48",HHF,07/23/2018,No,1,Old Redford,42.419356,-83.258834
21545 Curtis,22015002.,"Adamo Group, Inc.","19,563.00",Non-HHF,11/15/2017,No,1,Holcomb Community,42.421826,-83.255983
18270 Greydale,22015386.,Den-Man Contractors,"11,881.00",HHF,09/07/2018,No,1,Holcomb Community,42.422865,-83.256563
15236 Maddelein,21021385.,DMC Consultants,"15,117.00",HHF,08/22/2018,No,3,Regent Park,42.436083,-82.964642
15389 Meyers,22020348-9,Able Demolition,"15,532.34",HHF,08/28/2018,No,2,Bethune Community,42.403886,-83.169809
9109 Meyers,22020676.,Den-Man Contractors,"13,894.00",HHF,10/05/2018,No,7,Barton-McFarland,42.361235,-83.168151
8931 Meyers,22020681.,Den-Man Contractors,"30,675.00",HHF,10/08/2018,No,7,Barton-McFarland,42.360644,-83.168132
8852 Appoline,22020781.,Den-Man Contractors,"14,495.00",HHF,10/03/2018,No,7,Barton-McFarland,42.359583,-83.168626
15263 Rochelle,21015416.,DMC Consultants,"14,634.00",HHF,08/10/2018,No,4,Mapleridge,42.423426,-82.963771
19954 Lahser,22113535-6,Blue Star,"14,820.00",HHF,10/12/2018,No,1,Evergreen Lahser 7/8,42.437603,-83.258224
8245 Braile,22106028.,Salenbien Trucking & Excavating Inc.,"18,847.83",HHF,09/20/2018,No,7,Warrendale,42.352675,-83.243424
9246 Pierson,22106254.,Rickman Enterprise Group,"15,027.00",HHF,08/15/2018,No,7,Franklin Park,42.361987,-83.244209
9409 Birwood,18016990.,Able Demolition,"24,038.00",Non-HHF,11/19/2018,No,7,Barton-McFarland,42.365474,-83.163372
5444 Seneca,17006737.,Salenbien Trucking & Excavating Inc.,"21,422.85",HHF,11/01/2018,No,5,Pingree Park,42.382293,-83.010552
5475 Seneca,17006926.,Salenbien Trucking & Excavating Inc.,"17,915.35",HHF,11/01/2018,No,5,Pingree Park,42.382453000000005,-83.01136
5427 Seneca,17006934.,Salenbien Trucking & Excavating Inc.,"17,870.85",HHF,11/12/2018,No,5,Pingree Park,42.381873,-83.01094
3685 Seminole,17008143.,Salenbien Trucking & Excavating Inc.,"18,222.35",HHF,11/05/2018,No,5,Pingree Park,42.369126,-83.004246
5063 Maxwell,17008577.,Salenbien Trucking & Excavating Inc.,"12,283.85",HHF,10/31/2018,No,5,Gratiot-Grand,42.377502,-83.01156800000001
2468 Van Dyke,17009242.,Salenbien Trucking & Excavating Inc.,"25,937.85",HHF,10/30/2018,No,5,Islandview,42.361523,-83.001813
4848 Seyburn,17010758.,Salenbien Trucking & Excavating Inc.,"24,578.85",HHF,11/08/2018,No,5,Gratiot-Grand,42.375443,-83.013224
3657 Baldwin,17011609.001,Salenbien Trucking & Excavating Inc.,"45,795.85",HHF,11/06/2018,No,5,Gratiot-Grand,42.366751619592655,-83.00924876321903
19165 Hoover,17013919.,Rickman Enterprise Group,"16,321.10",HHF,08/28/2018,No,3,Pulaski,42.435433,-83.00505799999999
19410 Albion,17014278.,Rickman Enterprise Group,"19,998.10",HHF,08/21/2018,No,3,Pulaski,42.438057,-83.005601
19610 Albion,17014285.,Rickman Enterprise Group,"16,378.10",HHF,08/22/2018,No,3,Pulaski,42.438888,-83.00562099999999
17861 Runyon,17014807.,Rickman Enterprise Group,"15,069.10",HHF,08/21/2018,No,3,Von Steuben,42.426226,-83.007092
19330 Teppert,17014998.,Rickman Enterprise Group,"36,628.10",HHF,10/10/2018,No,3,Pulaski,42.436921000000005,-83.007636
19213 Algonac,17015742-3,Den-Man Contractors,"22,100.00",HHF,09/14/2018,No,3,Pulaski,42.435921,-83.010479
19179 Algonac,17015748.,Rickman Enterprise Group,"18,373.10",HHF,08/28/2018,No,3,Pulaski,42.435393,-83.010456
19031 Heyden,22099468.,Den-Man Contractors,"23,470.00",Non-HHF,02/02/2018,No,1,Holcomb Community,42.428969,-83.24106
8855 Heyden,22099940.,Rickman Enterprise Group,"14,948.62",HHF,11/20/2018,No,7,Franklin Park,42.358393,-83.238754
8675 Heyden,22099945.001,Rickman Enterprise Group,"18,690.62",HHF,11/14/2018,No,7,Warrendale,42.356753999999995,-83.238688
8515 Heyden,22099945.010,Rickman Enterprise Group,"16,000.62",HHF,11/14/2018,No,7,Warrendale,42.355540999999995,-83.238654
15100 Kentfield,22100173.,Homrich,"20,797.67",HHF,09/21/2018,No,1,Brightmoor,42.399561,-83.240184
15126 Kentfield,22100176.,Homrich,"16,052.66",HHF,10/12/2018,No,1,Brightmoor,42.39989,-83.240195
9946 Auburn,22092348.,Salenbien Trucking & Excavating Inc.,"15,602.45",HHF,08/30/2018,No,7,Franklin Park,42.367998,-83.233345
9921 Auburn,22092786.002,Salenbien Trucking & Excavating Inc.,"17,284.83",HHF,09/27/2018,No,7,Franklin Park,42.367662,-83.23405
5950 Lakepointe,21064699.,Salenbien Trucking & Excavating Inc.,"11,526.50",HHF,08/18/2018,No,4,Morningside,42.405528000000004,-82.955938
9140 Lakepointe,21064712.,Salenbien Trucking & Excavating Inc.,"12,182.30",HHF,08/31/2018,No,4,Outer Drive-Hayes,42.408108,-82.957853
9410 Lakepointe,21064719.,Salenbien Trucking & Excavating Inc.,"14,309.30",HHF,08/09/2018,No,4,Outer Drive-Hayes,42.408972,-82.95789599999999
9416 Lakepointe,21064720.,Salenbien Trucking & Excavating Inc.,"12,824.30",HHF,08/10/2018,No,4,Outer Drive-Hayes,42.409068,-82.9579
11630 Lakepointe,21064864.,Rickman Enterprise Group,"14,610.55",HHF,09/19/2018,No,4,Moross-Morang,42.425588,-82.947218
9147 Lakepointe,21065047.,Salenbien Trucking & Excavating Inc.,"22,193.80",HHF,08/10/2018,No,4,Outer Drive-Hayes,42.408114000000005,-82.958563
5545 Lakepointe,21065086.,Able Demolition,"17,015.00",HHF,06/19/2018,No,4,Morningside,42.401977,-82.954295
9410 Greensboro,21065256.,Salenbien Trucking & Excavating Inc.,"11,672.30",HHF,08/10/2018,No,4,Outer Drive-Hayes,42.409003999999996,-82.956648
10010 Greensboro,21065276.,Den-Man Contractors,"14,195.00",HHF,09/28/2018,No,4,Outer Drive-Hayes,42.411359999999995,-82.95581800000001
9509 Greensboro,21065375.,Salenbien Trucking & Excavating Inc.,"21,693.30",HHF,08/30/2018,No,4,Outer Drive-Hayes,42.410346999999994,-82.95741600000001
9411 Greensboro,21065389.,Salenbien Trucking & Excavating Inc.,"10,665.80",HHF,08/24/2018,No,4,Outer Drive-Hayes,42.409003000000006,-82.957353
9159 Greensboro,21065391.,Salenbien Trucking & Excavating Inc.,"24,941.80",HHF,08/24/2018,No,4,Outer Drive-Hayes,42.408613,-82.957335
5745 Barham,21065423-4,Able Demolition,"12,220.00",HHF,06/12/2018,No,4,Morningside,42.40408,-82.954406
9593 Auburn,22092790.,Blue Star,"18,228.00",HHF,11/02/2018,No,7,Franklin Park,42.366122,-83.234016
8089 Auburn,22092910.,Salenbien Trucking & Excavating Inc.,"14,176.33",HHF,09/06/2018,No,7,Warrendale,42.35172,-83.233632
8047 Auburn,22092915.,Rickman Enterprise Group,"24,880.40",HHF,08/10/2018,No,7,Warrendale,42.351151,-83.23361
18945 Wormer,22123189.,Blue Star,"27,557.00",HHF,10/17/2018,No,1,Five Points,42.427231,-83.280831
18445 Wormer,22123203.,Den-Man Contractors,"12,350.00",HHF,09/07/2018,No,1,The Eye,42.424135,-83.28043000000001
17226 FENTON,22123658.,Blue Star,"13,413.00",HHF,10/23/2018,No,1,The Eye,42.416275,-83.282078
19301 Grandview,22124244.001,Salenbien Trucking & Excavating Inc.,"16,494.23",HHF,06/13/2018,No,1,Five Points,42.431494,-83.285652
4839 Barham,21065483-4,Able Demolition,"14,127.00",HHF,06/14/2018,No,4,Morningside,42.397249,-82.949852
4411 Barham,21065512.,Able Demolition,"11,828.00",HHF,06/14/2018,No,4,Morningside,42.395022999999995,-82.94836
5250 Beaconsfield,21065703.,Able Demolition,"31,985.00",HHF,07/02/2018,No,4,Morningside,42.401239000000004,-82.951114
9400 Beaconsfield,21065759.,Salenbien Trucking & Excavating Inc.,"11,563.80",HHF,08/30/2018,No,4,Outer Drive-Hayes,42.408953000000004,-82.955377
9920 Beaconsfield,21065775.,Salenbien Trucking & Excavating Inc.,"13,493.80",HHF,08/04/2018,No,4,Outer Drive-Hayes,42.411056,-82.954799
10224 Nottingham,21066570.,Salenbien Trucking & Excavating Inc.,"9,627.00",HHF,07/27/2018,No,4,Outer Drive-Hayes,42.414546,-82.95101899999999
10903 Nottingham,21066730.,DMC Consultants,"16,516.00",HHF,10/30/2018,No,4,Yorkshire Woods,42.421015000000004,-82.947193
10061 Nottingham,21066804.,Salenbien Trucking & Excavating Inc.,"22,032.00",HHF,08/09/2018,No,4,Outer Drive-Hayes,42.412936,-82.952887
4893 Nottingham,21066916.,Able Demolition,"13,410.00",HHF,06/12/2018,No,4,Morningside,42.39852,-82.94881600000001
3983 Nottingham,21066977.,Salenbien Trucking & Excavating Inc.,"15,524.25",HHF,08/29/2018,No,4,Morningside,42.391929,-82.944426
4874 Somerset,21067100.,Able Demolition,"24,927.36",HHF,07/02/2018,No,4,Morningside,42.398933,-82.947085
9900 Somerset,21067190.,Salenbien Trucking & Excavating Inc.,"17,421.00",HHF,08/13/2018,No,4,Outer Drive-Hayes,42.411640000000006,-82.95191700000001
