STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-09,,,0.0,0.0,0.0,,85.0,52.0,81.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-10,,,0.0,0.0,0.0,,85.0,54.0,81.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-11,,,0.05,0.0,0.0,,84.0,59.0,81.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-12,,,0.01,0.0,0.0,,81.0,59.0,74.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-13,,,0.0,0.0,0.0,,81.0,52.0,75.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-14,,,0.0,0.0,0.0,,83.0,55.0,77.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-15,,,0.35,0.0,0.0,,82.0,57.0,81.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-16,,,0.0,0.0,0.0,,84.0,57.0,81.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-17,,,0.7,0.0,0.0,,81.0,64.0,80.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-18,,,0.0,0.0,0.0,,80.0,67.0,74.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-19,,,0.0,0.0,0.0,,79.0,57.0,76.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-20,,,0.0,0.0,0.0,,85.0,53.0,80.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-21,,,0.0,0.0,0.0,,87.0,61.0,83.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-22,,,0.07,0.0,0.0,,83.0,70.0,76.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-23,,,0.0,0.0,0.0,,76.0,54.0,72.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-24,,,0.0,0.0,0.0,,72.0,48.0,61.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-25,,,0.0,0.0,0.0,,73.0,43.0,70.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-26,,,0.0,0.0,0.0,,76.0,43.0,71.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-27,,,0.0,0.0,0.0,,78.0,53.0,73.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-28,,,0.25,0.0,0.0,,73.0,58.0,63.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-29,,,1.04,0.0,0.0,,73.0,60.0,64.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-30,,,0.05,0.0,0.0,,80.0,57.0,75.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-08-31,,,0.0,0.0,0.0,,75.0,56.0,66.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-01,,,0.0,0.0,0.0,,66.0,43.0,62.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-02,,,0.0,0.0,0.0,,71.0,44.0,65.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-03,,,0.04,0.0,0.0,,77.0,55.0,74.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-04,,,0.28,0.0,0.0,,83.0,51.0,74.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-05,,,0.89,0.0,0.0,,74.0,51.0,67.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-06,,,0.0,0.0,0.0,,67.0,43.0,61.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-07,,,0.23,0.0,0.0,,66.0,47.0,55.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-08,,,0.02,0.0,0.0,,68.0,48.0,63.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-09,,,0.0,0.0,0.0,,67.0,37.0,62.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-10,,,0.0,0.0,0.0,,69.0,37.0,65.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-11,,,0.0,0.0,0.0,,74.0,41.0,71.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-12,,,0.0,0.0,0.0,,77.0,43.0,72.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-13,,,0.01,0.0,0.0,,74.0,51.0,72.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-14,,,0.0,0.0,0.0,,77.0,48.0,74.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-15,,,0.0,0.0,0.0,,79.0,51.0,75.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-16,,,0.0,0.0,0.0,,81.0,52.0,77.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-17,,,0.0,0.0,0.0,,85.0,53.0,80.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-18,,,0.02,0.0,0.0,,80.0,64.0,70.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-19,,,0.05,0.0,0.0,,72.0,61.0,70.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-20,,,0.04,0.0,0.0,,84.0,65.0,81.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-21,,,0.0,0.0,0.0,,91.0,61.0,85.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-22,,,0.0,0.0,0.0,,92.0,63.0,85.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-23,,,0.0,0.0,0.0,,92.0,57.0,87.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-24,,,0.0,0.0,0.0,,91.0,57.0,86.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-25,,,0.0,0.0,0.0,,91.0,59.0,85.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-26,,,0.0,0.0,0.0,,91.0,60.0,87.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-27,,,0.01,0.0,0.0,,87.0,62.0,71.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-28,,,0.0,0.0,0.0,,71.0,43.0,63.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-29,,,0.03,0.0,0.0,,68.0,43.0,63.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-09-30,,,0.0,0.0,0.0,,66.0,41.0,63.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-01,,,0.0,0.0,0.0,,69.0,34.0,62.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-02,,,0.0,0.0,0.0,,76.0,36.0,72.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-03,,,0.0,0.0,0.0,,85.0,42.0,80.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-04,,,0.02,0.0,0.0,,80.0,67.0,73.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-05,,,0.0,0.0,0.0,,77.0,44.0,73.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-06,,,0.49,0.0,0.0,,73.0,54.0,61.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-07,,,0.06,0.0,0.0,,82.0,61.0,78.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-08,,,0.27,0.0,0.0,,78.0,60.0,67.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-09,,,0.23,0.0,0.0,,78.0,61.0,75.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-10,,,0.0,0.0,0.0,,75.0,49.0,65.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-11,,,1.6,0.0,0.0,,65.0,51.0,51.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-12,,,0.03,0.0,0.0,,55.0,49.0,54.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-13,,,0.05,0.0,0.0,,71.0,54.0,67.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-14,,,0.35,0.0,0.0,,67.0,57.0,61.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-15,,,0.46,0.0,0.0,,71.0,55.0,55.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-16,,,0.0,0.0,0.0,,57.0,38.0,54.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-17,,,0.0,0.0,0.0,,69.0,34.0,66.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-18,,,0.0,0.0,0.0,,69.0,36.0,66.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-19,,,0.0,0.0,0.0,,69.0,47.0,64.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-20,,,0.0,0.0,0.0,,75.0,35.0,70.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-21,,,0.0,0.0,0.0,,74.0,42.0,69.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-22,,,0.0,0.0,0.0,,79.0,42.0,72.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-23,,,0.59,0.0,0.0,,72.0,56.0,61.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-24,,,0.23,0.0,0.0,,61.0,46.0,46.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-25,,,0.33,0.0,0.0,,51.0,40.0,45.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-26,,,0.0,0.0,0.0,,54.0,28.0,49.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-27,,,0.13,0.0,0.0,,57.0,38.0,43.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-28,,,0.28,0.0,0.0,,44.0,34.0,41.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-29,,,0.0,0.0,0.0,,45.0,34.0,43.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-30,,,0.06,0.1,0.0,,44.0,34.0,42.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-10-31,,,0.01,0.1,0.0,,42.0,36.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-01,,,0.0,0.0,0.0,,41.0,31.0,41.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-02,,,0.84,0.0,0.0,,57.0,40.0,57.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-03,,,0.08,0.0,0.0,,58.0,41.0,45.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-04,,,0.12,0.0,0.0,,51.0,32.0,45.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-05,,,0.64,0.0,0.0,,62.0,44.0,56.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-06,,,0.0,0.0,0.0,,56.0,39.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-07,,,0.0,0.0,0.0,,48.0,31.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-08,,,0.0,0.0,0.0,,49.0,23.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-09,,,0.0,0.0,0.0,,47.0,24.0,35.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-10,,,0.03,0.4,0.0,,35.0,16.0,22.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-11,,,0.0,0.0,0.0,,36.0,18.0,31.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-12,,,0.16,0.0,0.0,,38.0,30.0,35.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-13,,,0.1,0.0,0.0,,42.0,33.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-14,,,0.0,0.0,0.0,,47.0,27.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-15,,,0.27,0.0,0.0,,43.0,32.0,43.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-16,,,0.06,0.0,0.0,,46.0,36.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-17,,,0.0,0.0,0.0,,40.0,28.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-18,,,1.7,0.0,0.0,,44.0,39.0,40.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-19,,,0.23,1.0,0.0,,40.0,30.0,30.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-20,,,0.0,0.0,0.0,,47.0,26.0,41.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-21,,,0.06,0.0,0.0,,51.0,33.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-22,,,0.03,0.0,0.0,,38.0,28.0,28.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-23,,,0.0,0.0,0.0,,39.0,21.0,32.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-24,,,0.0,0.0,0.0,,53.0,24.0,46.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-25,,,0.0,0.0,0.0,,50.0,42.0,42.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-26,,,0.0,0.0,0.0,,44.0,19.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-27,,,0.0,0.0,0.0,,49.0,27.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-28,,,0.0,0.0,0.0,,65.0,29.0,57.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-29,,,0.0,0.0,0.0,,57.0,30.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-11-30,,,0.14,0.0,0.0,,50.0,25.0,42.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-01,,,0.0,0.0,0.0,,48.0,22.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-02,,,0.0,0.0,0.0,,51.0,25.0,40.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-03,,,0.0,0.0,0.0,,55.0,25.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-04,,,0.0,0.0,0.0,,54.0,28.0,53.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-05,,,0.02,0.0,0.0,,57.0,31.0,31.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-06,,,0.0,0.0,0.0,,39.0,24.0,32.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-07,,,0.04,0.8,0.0,,32.0,24.0,26.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-08,,,0.01,0.3,0.0,,33.0,17.0,26.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-09,,,0.13,2.0,2.0,,28.0,22.0,27.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-10,,,0.01,0.2,2.0,,27.0,22.0,26.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-11,,,0.19,3.3,4.0,,28.0,23.0,27.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-12,,,0.2,2.5,6.0,,30.0,15.0,15.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-13,,,0.33,4.1,8.0,,21.0,12.0,21.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-14,,,0.24,3.0,10.0,,22.0,9.0,11.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-15,,,0.05,1.4,9.0,,25.0,2.0,25.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-16,,,0.05,1.2,8.0,,36.0,24.0,26.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-17,,,0.0,0.0,7.0,,33.0,18.0,32.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-18,,,0.04,0.0,4.0,,40.0,26.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-19,,,0.02,0.0,1.0,,47.0,36.0,41.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-20,,,0.0,0.0,1.0,,41.0,26.0,29.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-21,,,0.0,0.0,1.0,,33.0,22.0,32.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-22,,,0.0,0.0,0.0,,35.0,31.0,34.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-23,,,0.05,0.6,1.0,,36.0,30.0,30.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-24,,,0.24,2.5,3.0,,30.0,17.0,20.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-25,,,0.31,4.3,6.0,,22.0,14.0,14.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-26,,,0.14,2.5,7.0,,15.0,-5.0,9.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-27,,,0.01,0.2,7.0,,12.0,-13.0,5.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-28,,,0.0,0.0,6.0,,15.0,-17.0,10.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-29,,,0.07,0.9,7.0,,19.0,9.0,16.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-30,,,0.08,1.2,8.0,,16.0,8.0,8.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2017-12-31,,,0.0,0.0,7.0,,16.0,0.0,7.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-01,,,0.0,0.1,7.0,,12.0,-11.0,9.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-02,,,0.0,0.1,7.0,,17.0,7.0,7.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-03,,,0.04,1.0,8.0,,14.0,-1.0,14.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-04,,,0.03,0.7,8.0,,15.0,5.0,5.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-05,,,0.0,0.0,7.0,,6.0,-5.0,3.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-06,,,0.0,0.0,7.0,,10.0,-5.0,5.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-07,,,0.0,0.0,7.0,,22.0,-13.0,22.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-08,,,0.27,2.3,8.0,,39.0,22.0,33.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-09,,,0.0,0.0,7.0,,38.0,26.0,28.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-10,,,0.03,0.0,7.0,,40.0,24.0,40.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-11,,,0.02,0.0,0.0,,55.0,40.0,54.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-12,,,0.36,1.6,1.0,,54.0,17.0,17.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-13,,,0.02,0.2,1.0,,17.0,7.0,13.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-14,,,0.0,0.1,1.0,,18.0,-1.0,16.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-15,,,0.1,2.3,3.0,,20.0,14.0,18.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-16,,,0.06,1.2,4.0,,19.0,11.0,11.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-17,,,0.0,0.1,3.0,,26.0,-2.0,19.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-18,,,0.0,0.0,3.0,,31.0,13.0,25.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-19,,,0.0,0.0,2.0,,37.0,18.0,31.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-20,,,0.0,0.0,1.0,,44.0,28.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-21,,,0.0,0.0,0.0,,40.0,29.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-22,,,0.41,0.0,0.0,,52.0,36.0,49.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-23,,,0.16,0.0,0.0,,49.0,30.0,30.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-24,,,0.0,0.0,0.0,,30.0,24.0,26.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-25,,,0.0,0.0,0.0,,34.0,24.0,29.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-26,,,0.0,0.0,0.0,,52.0,18.0,45.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-27,,,0.0,0.0,0.0,,53.0,43.0,44.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-28,,,0.0,0.0,0.0,,48.0,26.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-29,,,0.21,3.0,3.0,,39.0,20.0,20.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-30,,,0.0,0.1,2.0,,23.0,13.0,20.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-01-31,,,0.0,0.0,1.0,,41.0,11.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-01,,,0.0,0.0,1.0,,37.0,16.0,16.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-02,,,0.0,0.0,0.0,,18.0,8.0,17.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-03,,,0.02,0.2,1.0,,30.0,8.0,30.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-04,,,0.31,4.4,5.0,,34.0,17.0,17.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-05,,,0.05,0.6,5.0,,21.0,-3.0,16.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-06,,,0.09,1.1,5.0,,26.0,1.0,18.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-07,,,0.15,2.4,7.0,,25.0,14.0,20.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-08,,,0.01,0.3,6.0,,23.0,1.0,18.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-09,,,0.63,7.0,12.0,,25.0,13.0,23.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-10,,,0.28,2.9,13.0,,23.0,19.0,23.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-11,,,0.22,0.8,12.0,,28.0,20.0,24.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-12,,,0.0,0.0,11.0,,30.0,13.0,24.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-13,,,0.0,0.0,11.0,,30.0,0.0,26.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-14,,,0.0,0.0,10.0,,45.0,12.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-15,,,0.06,0.0,5.0,,47.0,36.0,42.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-16,,,0.02,0.0,5.0,,44.0,28.0,28.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-17,,,0.0,0.0,4.0,,34.0,9.0,31.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-18,,,0.01,0.2,4.0,,38.0,24.0,31.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-19,,,0.44,0.0,3.0,,50.0,27.0,49.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-20,,,1.46,0.0,0.0,,60.0,47.0,57.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-21,,,0.48,0.0,0.0,,61.0,35.0,35.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-22,,,0.0,0.0,0.0,,41.0,28.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-23,,,0.11,0.0,0.0,,48.0,33.0,44.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-24,,,0.0,0.0,0.0,,44.0,34.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-25,,,0.07,0.0,0.0,,47.0,35.0,40.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-26,,,0.0,0.0,0.0,,52.0,26.0,48.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-27,,,0.0,0.0,0.0,,59.0,23.0,53.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-02-28,,,0.0,0.0,0.0,,63.0,32.0,53.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-01,,,1.62,5.7,5.0,,53.0,32.0,32.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-02,,,0.17,2.2,4.0,,40.0,26.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-03,,,0.0,0.0,3.0,,41.0,19.0,38.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-04,,,0.0,0.0,1.0,,42.0,16.0,36.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-05,,,0.0,0.0,1.0,,38.0,20.0,33.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-06,,,0.07,0.3,0.0,,43.0,30.0,36.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-07,,,0.37,3.9,2.0,,36.0,29.0,29.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-08,,,0.03,0.6,1.0,,31.0,18.0,29.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-09,,,0.02,0.5,1.0,,32.0,24.0,30.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-10,,,0.0,0.0,0.0,,36.0,15.0,30.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-11,,,0.0,0.0,0.0,,39.0,15.0,35.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-12,,,0.07,1.0,0.0,,35.0,16.0,35.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-13,,,0.02,0.4,0.0,,36.0,25.0,31.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-14,,,0.0,0.0,0.0,,39.0,21.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-15,,,0.0,0.0,0.0,,37.0,28.0,34.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-16,,,0.0,0.0,0.0,,38.0,19.0,36.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-17,,,0.0,0.0,0.0,,48.0,18.0,46.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-18,,,0.0,0.0,0.0,,57.0,19.0,55.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-19,,,0.0,0.0,0.0,,55.0,28.0,41.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-20,,,0.0,0.0,0.0,,44.0,24.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-21,,,0.0,0.0,0.0,,41.0,27.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-22,,,0.0,0.0,0.0,,45.0,24.0,42.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-23,,,0.0,0.0,0.0,,42.0,24.0,39.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-24,,,0.0,0.0,0.0,,43.0,17.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-25,,,0.0,0.0,0.0,,40.0,19.0,37.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-26,,,0.0,0.0,0.0,,50.0,29.0,47.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-27,,,0.47,0.0,0.0,,53.0,39.0,52.0
USC00200230,"ANN ARBOR U OF MICH, MI US",2018-03-28,,,0.02,0.0,0.0,,52.0,39.0,44.0
