School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,ZIP Code,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Teachers Icon ,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Latitude,Longitude
610165,Franz Peter Schubert Elementary School,ES,2727 N Long Ave ,Chicago,60639,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,NDA,,Weak,31,NDA,,NDA,,Weak,Weak,26,Average,47,Average,49,95.80%,2.1,97.00%,100.00%,73.2,35.9,37.4,27.3,49.5,56.4,NDA,NDA,NDA,NDA,NDA,NDA,10.6,10.2,-0.2,-1.1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,949,29,NDA,41.93038593,-87.76115305
610503,Frazier Prospective IB Magnet Elementary School,ES,4027 W Grenshaw St ,Chicago,60624,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,60,Average,55,Very Strong,84,Strong,72,Average,Average,55,Strong,66,Strong,65,96.80%,7.2,96.60%,100.00%,81.3,68.8,71.6,48.6,64.9,71.6,76.2,61.9,87.3,82.5,5,30,37.6,25.4,1.6,1.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,220,36,NDA,41.86695871,-87.72631742
609854,Frederic Chopin Elementary School,ES,2450 W Rice St ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,86,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,Very Strong,99,Average,49,Average,49,96.90%,1.7,96.00%,100.00%,67.5,59.7,59.8,41.5,59.8,72,59.3,56.3,67.4,70.1,60.6,45.5,57.6,47.6,3.1,4.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,269,35,NDA,41.89674048,-87.68890154
610245,Frederick A Douglass Academy High School,HS,543 N Waller Ave ,Chicago,60644,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,44,NDA,NDA,Weak,39,Weak,37,NDA,NDA,NDA,Average,50,Weak,44,79.20%,28,94.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.3,13.8,13.5,0.5,14.8,5.1,52.8,39.5,354,36,77.1,41.89037849,-87.76763207
609930,Frederick Funston Elementary School,ES,2010 N Central Park ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Very Weak,16,NDA,NDA,Very Weak,14,Very Weak,16,NDA,NDA,NDA,Weak,40,Average,47,94.70%,16.8,95.40%,100.00%,65.1,40.2,18.2,17.4,32.6,48.3,26.1,26.8,46.4,41.8,18.2,31.8,12.2,5.8,-2.1,-1.1,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,619,34,NDA,41.91762127,-87.71692852
610163,Frederick Stock Elementary School,ES,7507 W Birchwood Ave ,Chicago,60631,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,NDA,No,NDA,,Very Strong,99,NDA,,NDA,,Very Strong,Very Strong,81,Strong,69,Strong,63,72.40%,0,95.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,260,30,NDA,42.0168639,-87.81420664
610010,Friedrich Ludwig Jahn Elementary School,ES,3149 N Wolcott Ave ,Chicago,60657,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,72,NDA,NDA,Strong,60,Average,59,NDA,NDA,NDA,Average,50,Weak,46,94.70%,19.9,94.70%,100.00%,59.4,36.2,41.4,40.6,47.9,48.9,30.2,45.5,40.6,58.7,13.5,32.4,23.9,15.2,0.3,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,495,33,NDA,41.93924404,-87.67577282
609737,Friedrich W von Steuben Metropolitan Science High School,HS,5039 N Kimball Ave ,Chicago,60625,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,70,Weak,39,Average,42,Average,51,Weak,Weak,29,NDA,NDA,NDA,NDA,87.00%,4,95.60%,99.20%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.9,15.7,17.3,16.7,0.8,20.4,34.6,88.2,78.5,1636,31,76.8,41.9731926,-87.71334969
609709,Gage Park High School,HS,5630 S Rockwell St ,Chicago,60629,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Very Weak,14,Average,43,Weak,29,Weak,37,Weak,Weak,35,NDA,NDA,NDA,NDA,72.50%,19.5,94.00%,99.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.4,12,13.8,13.6,1.2,14.1,7.9,52.8,40.3,1052,43,46,41.79101352,-87.68899064
610009,Galileo Math & Science Scholastic Academy Elementary School,ES,820 S Carpenter St ,Chicago,60607,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,65,Average,52,Average,40,Average,42,Average,Weak,33,Average,49,Average,50,95.00%,3.1,97.00%,100.00%,77.3,60.5,54.7,55.4,68.7,68.2,55.6,59.5,66.3,56.6,33.3,41.7,26.5,22.3,-1,-0.8,Red,Red,33.3,78.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,606,38,NDA,41.87124634,-87.65340205
610072,Garrett A Morgan Elementary School,ES,8407 S Kerfoot Ave ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,28,Weak,38,Average,58,Average,55,Average,Weak,36,Average,47,Weak,46,92.00%,10,94.80%,96.80%,71.2,39.6,28.3,26.2,56.3,64.6,19.2,30.9,53.1,55.8,8.3,21.7,7.9,3.2,-0.7,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,237,45,NDA,41.74124549,-87.64007166
610293,Genevieve Melody Elementary School,ES,412 S Keeler Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Strong,61,NDA,NDA,Strong,65,Strong,77,NDA,NDA,NDA,NDA,NDA,NDA,NDA,92.10%,26,96.00%,94.50%,56,NDA,11.1,19.2,43.3,37.1,26.9,29.6,55.8,76.9,6.3,12.5,4.2,6.3,-0.3,0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,315,36,NDA,41.87474954,-87.73051772
609779,George Armstrong International Studies Elementary School,ES,2110 W Greenleaf Ave ,Chicago,60645,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,59,Average,57,Average,59,Strong,64,Average,Average,45,NDA,NDA,NDA,NDA,96.30%,8.1,96.30%,99.40%,66.5,45.5,47.5,38.8,55.7,65.5,59.7,51.5,72.9,54.4,28.2,43.5,30.4,19.5,0.7,-0.2,Green,Yellow,30.8,60.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1509,32,NDA,42.01017628,-87.68446868
610062,George B McClellan Elementary School,ES,3527 S Wallace St ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,49,NDA,NDA,Weak,33,Average,40,NDA,NDA,NDA,Average,53,Average,47,93.20%,7.8,96.00%,98.60%,40.5,17.4,35.2,26.8,65.2,55.1,33.9,39.7,57.6,58.3,27.8,22.2,22.7,21.3,0,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,283,40,NDA,41.82998962,-87.64106579
610196,George B Swift Elementary Specialty School,ES,5900 N Winthrop Ave ,Chicago,60660,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,61,Average,53,Strong,62,Strong,60,Strong,Average,59,Average,49,Strong,54,96.30%,6,95.80%,98.80%,69.2,50.4,49.4,33.9,55.5,63.3,52.9,36.3,58.2,51.2,23.9,23.9,25.4,16.2,-0.8,1.1,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,709,32,NDA,41.98915734,-87.65833342
609849,George F Cassell Elementary School,ES,11314 S Spaulding Ave ,Chicago,60655,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,76,Strong,67,Average,57,Weak,36,Strong,Strong,61,Average,52,Weak,46,94.40%,13.8,95.10%,98.90%,62.6,40,48.5,54.7,57.5,66.3,43.6,61,57.3,63.6,20.5,54.5,24.9,24.5,-0.6,-0.8,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,358,49,NDA,41.68733881,-87.70325179
609761,George H Corliss High School,HS,821 E 103rd St ,Chicago,60628,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,33,Average,52,Average,40,Average,48,Average,Average,54,NDA,NDA,NDA,NDA,71.30%,23.4,95.20%,98.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,11.4,13,12.9,0.9,14.3,10.6,42.8,44,621,48,76.2,41.70739096,-87.60307842
610305,George Leland Elementary School,ES,5221 W Congress Pkwy ,Chicago,60644,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,NDA,,Strong,71,NDA,,NDA,,Strong,Strong,77,Strong,60,Average,53,92.60%,3.3,94.90%,100.00%,67.8,59.1,30.8,23.1,46.2,61.5,NDA,NDA,NDA,NDA,NDA,NDA,46.2,20,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,182,36,NDA,41.87382439,-87.75571809
610048,George Manierre Elementary School,ES,1420 N Hudson Ave ,Chicago,60610,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,43,NDA,NDA,Average,49,Average,40,NDA,NDA,NDA,Weak,42,Weak,44,91.00%,44,94.80%,100.00%,44.4,NDA,23.7,13.9,44.5,52.8,26.5,17.1,49.1,41.7,0,11.1,4.6,4.7,-1.1,-1.2,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,396,33,NDA,41.90825367,-87.63986347
610139,George M Pullman Elementary School,ES,11311 S Forrestville Ave ,Chicago,60628,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Average,59,NDA,NDA,Strong,66,Strong,75,NDA,NDA,NDA,Average,50,Average,49,93.50%,14.6,96.20%,100.00%,63.8,49.4,32.2,41.7,69.5,67.2,39.7,32.9,67.2,54.3,4,16,14.8,17.8,0.7,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,259,48,NDA,41.68879566,-87.60939383
609795,George Rogers Clark Elementary School,ES,1045 S Monitor Ave ,Chicago,60644,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,39,NDA,NDA,Weak,32,Weak,36,NDA,NDA,NDA,Average,47,Average,51,93.90%,14.4,96.40%,100.00%,80,74.1,56.8,37.5,60.7,71.1,60.5,46.6,57.5,56.1,30,33.3,22,15.3,1.2,0.7,Green,Yellow,29,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,297,36,NDA,41.8678323,-87.77038158
609760,George Washington Carver Military Academy High School,HS,13100 S Doty Ave ,Chicago,60627,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Average,53,NDA,NDA,Weak,37,Weak,34,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.60%,8.9,96.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.5,14.2,15,14.9,0.4,16.8,21.2,78.7,60.5,532,48,79.5,41.65627709,-87.5906566
609845,George Washington Carver Primary School,ES,901 E 133rd Pl ,Chicago,60827,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,25,NDA,NDA,Weak,33,Weak,30,NDA,NDA,NDA,Average,52,Strong,57,90.90%,15.6,94.70%,100.00%,37.4,36.6,23.8,19.7,38.8,45.8,22,17.1,27.9,43.1,4.5,22.7,9.4,8,-0.8,-0.6,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,546,48,NDA,41.65367428,-87.59952683
610219,George Washington Elementary School,ES,3611 E 114th St ,Chicago,60617,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Average,58,Strong,61,Weak,33,Average,43,Very Strong,Strong,76,Average,52,Average,51,95.50%,5.6,95.90%,99.00%,69.3,56.4,53.8,59.6,70,76.7,54.2,58.1,69.6,68.3,23,37.5,30.4,24.7,0.4,0.8,Yellow,Green,36.8,25,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,813,47,NDA,41.68810403,-87.53600985
609739,George Washington High School,HS,3535 E 114th St ,Chicago,60617,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,46,Average,53,Weak,36,Weak,36,Average,Average,46,NDA,NDA,NDA,NDA,80.20%,12.7,95.10%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.4,13.6,14.3,14.1,0.7,15.5,14,71.6,50.9,1524,47,78.6,41.6881094,-87.5375501
609900,George W Curtis Elementary School,ES,32 E 115th St ,Chicago,60628,AUSL Schools,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,23,NDA,NDA,Average,43,Average,58,NDA,NDA,NDA,Strong,68,Strong,70,93.80%,18.2,98.10%,97.90%,51.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,9.1,18.8,10.1,3.8,0.9,0.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,504,48,NDA,41.68544575,-87.62166148
609693,George Westinghouse High School,HS,3223 W Franklin Blvd ,Chicago,60624,West Side High School Network,WEST SIDE COLLABORATIVE,NDA,Not on Probation,No,Strong,74,Strong,72,Strong,77,Very Strong,80,Very Strong,Strong,71,Strong,54,Strong,60,93.60%,2,96.80%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,16.1,16.9,NDA,17.1,1,NDA,NDA,NDA,NDA,828,34,90.5,41.88994963,-87.70734353
610202,George W Tilton Elementary School,ES,223 N Keeler Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Very Weak,6,Weak,25,Weak,30,Average,41,Weak,Average,44,Average,51,Average,49,91.40%,65.5,95.10%,100.00%,51.1,39.6,22.5,10.8,29,36.8,29.1,12,46.2,21.4,14.3,8.8,10,3.5,-0.7,-2.6,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,321,36,NDA,41.88409703,-87.73052949
609920,Gerald Delgado Kanoon Elementary Magnet School,ES,2233 S Kedzie Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,44,Weak,37,Average,48,Average,48,Strong,Average,43,Average,47,Average,49,95.90%,3.3,95.60%,100.00%,76.2,35.2,16.9,18.3,51.7,51.2,25.7,28.6,51.5,60,16,22,8,6.6,-0.4,-0.6,Yellow,Yellow,21.6,45.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,713,37,NDA,41.85077575,-87.70507547
610187,Graeme Stewart Elementary School,ES,4525 N Kenmore Ave ,Chicago,60640,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,49,NDA,NDA,Average,46,Average,57,NDA,NDA,NDA,Average,47,Average,52,95.20%,77,96.10%,100.00%,47.4,44.2,23.6,25.8,66.3,52.9,31.7,46,59.3,55.9,9.1,40.9,11.9,9.7,0.5,1.1,Yellow,Yellow,30.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,280,32,NDA,41.96434608,-87.65605252
610285,Granville T Woods Math & Science Academy Elementary School,ES,6206 S Racine Ave ,Chicago,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,35,NDA,NDA,Average,43,Weak,31,NDA,NDA,NDA,Average,48,Average,49,91.90%,41.5,95.20%,100.00%,NDA,61.7,25.8,11.4,35.1,53.8,24.2,21.6,50.9,46.3,5.4,17.5,11.1,6.5,0,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,402,43,NDA,41.7811649,-87.65468845
610383,Greater Lawndale High School For Social Justice,HS,3120 S Kostner Ave ,Chicago,60623,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,43,Strong,72,Average,46,Average,44,Very Strong,Strong,65,Average,53,Weak,46,87.50%,16.4,95.10%,95.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.6,14,14.5,14.4,0.8,15.7,14.9,67,57.4,371,37,87.4,41.83601953,-87.73419465
609857,Grover Cleveland Elementary School,ES,3121 W Byron St ,Chicago,60618,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,64,Average,43,Average,58,Average,47,Average,Average,44,Average,49,Average,48,95.00%,6.1,96.30%,100.00%,72.5,38.7,53.6,37.3,49.7,49.5,47.9,45.7,50.5,58.3,21.2,36.5,23.4,15.8,-0.3,-0.5,Yellow,Yellow,27.6,58.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,688,31,NDA,41.9520147,-87.70642927
610241,Guglielmo Marconi Elementary Community Academy,ES,230 N Kolmar Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,26,NDA,NDA,Strong,65,Strong,76,NDA,NDA,NDA,Average,52,Average,52,91.50%,58.8,96.50%,100.00%,64.7,65.3,28.8,23.4,51.7,70,37.7,31.5,64.6,65.7,0,21.1,4,7.3,-1.6,-1.3,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,245,36,NDA,41.88431659,-87.73936153
609741,Gurdon S Hubbard High School,HS,6200 S Hamlin Ave ,Chicago,60629,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,42,NDA,NDA,Weak,34,Weak,29,NDA,NDA,NDA,NDA,NDA,NDA,NDA,89.30%,4.3,96.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.4,14.2,15.3,15.3,0.9,17.3,30.1,57.2,51.3,1672,44,64.5,41.78050763,-87.71804991
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,250 E 111th St ,Chicago,60628,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Strong,64,NDA,NDA,Average,44,Average,49,NDA,NDA,NDA,Average,47,Average,49,87.10%,0.1,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,18,18.2,18.7,18.7,0.7,21.5,51.1,88.1,87.9,783,48,90.3,41.69278956,-87.61638144
610182,Hannah G Solomon Elementary School,ES,6206 N Hamlin Ave ,Chicago,60659,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,78,Very Strong,96,Strong,67,Strong,62,Strong,Strong,62,Average,52,Average,51,95.80%,0.8,95.70%,99.00%,71.2,51.1,74.4,63.6,59.1,70,73.9,72.8,75,67.4,45.5,63.6,52.4,42.8,0.6,-0.2,Yellow,Yellow,45.5,93.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,31,NDA,41.99397007,-87.72407991
610068,Hanson Park Elementary School,ES,5411 W Fullerton Ave ,Chicago,60639,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,35,NDA,NDA,Weak,34,Weak,33,NDA,NDA,NDA,Average,50,Average,47,95.00%,24.4,94.90%,100.00%,48.5,42.6,31,20.6,45.9,51.5,42,29.2,50.7,41.2,12.4,22.1,14.4,11,-0.8,-0.5,Red,Yellow,14,88.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1499,29,NDA,41.92392771,-87.76152094
610124,Harold Washington Elementary School,ES,9130 S University Ave ,Chicago,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,28,NDA,NDA,Average,45,Strong,63,NDA,NDA,NDA,Average,47,Average,49,96.10%,3.1,96.20%,100.00%,67.6,55.6,27.8,39,53.2,53.6,32.5,37.6,45,46.6,9.5,28.6,16,13.1,-0.2,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,549,48,NDA,41.72853492,-87.59629327
610192,Harriet Beecher Stowe Elementary School,ES,3444 W Wabansia Ave ,Chicago,60647,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,28,NDA,NDA,Weak,26,Weak,31,NDA,NDA,NDA,Weak,44,Strong,54,93.80%,13.7,94.70%,98.70%,39.9,32.2,11.1,12,36.9,48.6,16.7,18,49.4,48.6,2.1,9.5,3.1,2.5,-0.2,-0.8,Yellow,Red,19.1,11.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,893,34,NDA,41.91196584,-87.7132855
610158,Harriet E Sayre Elementary Language Academy,ES,1850 N Newland Ave ,Chicago,60707,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,68,NDA,NDA,Average,41,Average,50,NDA,NDA,NDA,Weak,44,Average,49,96.20%,2.6,96.60%,100.00%,69.1,NDA,37.6,42.5,44.8,37.1,41.7,48.1,47.6,42.8,20,38.3,19.6,17.3,-0.5,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,605,29,NDA,41.9141236,-87.79875667
609974,Hawthorne Elementary Scholastic Academy,ES,3319 N Clifton Ave ,Chicago,60657,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,Yes,Very Strong,92,Very Strong,88,Strong,61,Average,56,Very Strong,Very Strong,84,Strong,58,Average,52,96.90%,1.2,96.50%,100.00%,85.3,56.9,82.7,83.3,58.6,62.5,89.1,87.4,65.1,62.9,79,80.6,75.1,66,1.8,2.2,Green,Green,98.4,91.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,569,33,NDA,41.94228994,-87.65767253
609985,Helen M Hefferan Elementary School,ES,4409 W Wilcox St ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,29,Weak,39,Weak,26,Strong,63,Average,Average,52,Average,51,Strong,56,93.80%,13.4,95.90%,100.00%,72.4,64.9,36.5,34.1,45.7,37.3,61.4,46.7,61.6,51.1,28,44,25.6,19.2,0.5,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,259,36,NDA,41.87863685,-87.73583687
610122,Helen Peirce International Studies Elementary School,ES,1423 W Bryn Mawr Ave ,Chicago,60660,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,58,NDA,NDA,Weak,32,Weak,22,NDA,NDA,NDA,Average,47,Average,47,96.70%,5.8,95.80%,100.00%,57.2,58.2,56.4,47.2,52.4,63.3,52.8,49.1,49.1,57.3,25.9,35.2,25.5,20.5,-1.9,-1.4,Red,Red,100,5.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,977,32,NDA,41.98342819,-87.66586537
609972,Helge A Haugan Elementary School,ES,4540 N Hamlin Ave ,Chicago,60625,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,43,Weak,39,Average,57,Average,49,Weak,Weak,30,Weak,46,Average,51,96.20%,23.4,94.60%,100.00%,68.9,37.2,31.5,24.3,53.4,58.5,32.5,29.3,48,32.9,NDA,NDA,15.2,10.2,-0.3,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1299,31,NDA,41.96403525,-87.72316496
609856,Henry Clay Elementary School,ES,13231 S Burley Ave ,Chicago,60633,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,38,Weak,39,Weak,30,Weak,30,Weak,Weak,31,NDA,NDA,NDA,NDA,95.20%,6,96.10%,100.00%,52.4,47,34.4,27.1,42,48,39.3,29.6,54.8,37.1,10.2,25.4,17.1,12.3,-0.3,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,633,47,NDA,41.65455937,-87.544577
